rsi_period,stoch_k_period,exit_mode,fixed_tp_pct,adx_filter_enabled,adx_min_threshold,wt_filter_enabled,long_rsi_15m_max,htf_rvol_1h_min,_trades,_wr,_pnl,_sharpe,_pf,_avg_hold_h,cycle_tp_pct
14,9,fixed_tp,2.0,False,20,True,35,1.2,18,100.0,739.9451640713487,9.194362649323084,inf,41.40277777777778,
14,9,fixed_tp,2.0,True,20,False,35,1.2,18,100.0,739.9451640713487,9.194362649323084,inf,41.40277777777778,
14,9,fixed_tp,2.0,True,25,True,35,1.2,18,100.0,743.801481165714,9.176061003636907,inf,41.388888888888886,
14,9,fixed_tp,2.0,True,25,False,35,1.2,18,100.0,743.801481165714,9.176061003636907,inf,41.388888888888886,
14,9,fixed_tp,1.5,False,20,True,40,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
10,9,fixed_tp,1.5,True,20,True,35,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
10,9,fixed_tp,1.5,False,20,True,35,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
10,9,fixed_tp,1.5,False,20,False,35,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
10,9,fixed_tp,1.5,True,20,False,35,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
14,9,fixed_tp,1.5,False,20,False,40,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
14,9,fixed_tp,1.5,True,20,True,40,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
14,9,fixed_tp,1.5,True,20,False,40,1.2,22,100.0,738.9590486195397,9.088537083283178,inf,34.76136363636363,
14,9,fixed_tp,0.5,True,25,True,40,1.2,36,100.0,429.287226996356,9.048498131652336,inf,16.78472222222222,
14,9,fixed_tp,0.5,True,25,False,40,1.2,36,100.0,429.287226996356,9.048498131652336,inf,16.78472222222222,
14,9,fixed_tp,0.5,True,20,False,35,1.2,32,100.0,387.7317825019114,8.992502854032429,inf,18.0,
14,9,fixed_tp,0.5,False,20,True,35,1.2,32,100.0,387.7317825019114,8.992502854032429,inf,18.0,
14,9,fixed_tp,0.5,False,20,False,35,1.2,32,100.0,387.7317825019114,8.992502854032429,inf,18.0,
14,9,fixed_tp,0.5,True,20,True,35,1.2,32,100.0,387.7317825019114,8.992502854032429,inf,18.0,
10,14,fixed_tp,2.0,True,20,True,35,0.8,24,100.0,829.5482960177828,8.984681474953483,inf,33.041666666666664,
