combination,side,asset_class,symbol,trades,pool_sharpe,win_rate,max_dd_pct,acc_gain_pct,avg_gain_trade,n_years,bh_pct
baseline,LONG,crypto,TRUMPUSDC,862,0.3704,57.66,1.45,156.87,0.1820,0.10,-27.14
baseline,LONG,crypto,TRXUSDT,51706,0.3182,57.03,9.06,10584.73,0.2047,6.06,2105.39
baseline,LONG,crypto,UNIUSDC,8168,0.3670,60.19,4.39,2301.26,0.2817,0.94,-56.69
baseline,LONG,crypto,VETUSDT,53512,0.4188,62.24,10.18,20007.82,0.3739,6.24,-14.78
baseline,LONG,crypto,VIRTUALUSDT,817,0.4725,62.79,2.20,258.18,0.3160,0.10,11.98
baseline,LONG,crypto,WIFUSDC,880,0.4120,58.30,2.51,202.06,0.2296,0.10,-95.03
baseline,LONG,crypto,WLDUSDC,829,0.4650,61.88,1.33,247.70,0.2988,0.10,25.87
baseline,LONG,crypto,XLMUSDT,53716,0.3647,61.03,6.16,16721.64,0.3113,6.31,129.87
baseline,LONG,crypto,XMRUSDT,53072,0.4261,61.41,6.22,14894.56,0.2806,6.19,478.40
baseline,LONG,crypto,XRPUSDC,20687,0.3750,59.07,3.55,4969.65,0.2402,2.39,132.15
baseline,LONG,crypto,XTZUSDT,48078,0.4159,62.62,11.42,17573.61,0.3655,5.62,-84.86
baseline,LONG,crypto,YFIUSDT,48522,0.3722,61.38,9.05,16531.06,0.3407,5.65,-91.49
baseline,LONG,crypto,ZECUSDC,4964,0.4042,62.71,5.33,3039.95,0.6124,0.58,1033.16
baseline,LONG,crypto,ZENUSDT,45306,0.4187,62.77,6.18,19091.56,0.4214,5.29,-80.06
baseline,LONG,crypto,ZILUSDT,841,0.4752,60.05,1.29,139.97,0.1664,0.10,-0.51
baseline,LONG,crypto,ZROUSDT,828,0.4389,56.64,1.89,197.04,0.2380,0.10,-21.09
baseline,LONG,stocks,AA,5048,0.2380,46.43,7.47,895.32,0.1774,3.60,84.55
baseline,LONG,stocks,AAPL,1890,0.2368,61.80,12.98,294.13,0.1556,1.04,55.34
baseline,LONG,stocks,ABBV,1933,0.2858,62.60,8.82,329.89,0.1707,1.04,28.40
baseline,LONG,stocks,ABNB,4633,0.1973,43.36,5.86,443.50,0.0957,3.28,-15.30
baseline,LONG,stocks,ABT,1898,0.2823,63.28,7.26,271.17,0.1429,1.04,-4.01
baseline,LONG,stocks,ACN,1965,0.2006,60.97,11.19,276.33,0.1406,1.04,-29.34
baseline,LONG,stocks,ADBE,1932,0.2071,61.39,14.58,362.40,0.1876,1.04,-35.13
baseline,LONG,stocks,ADM,3720,0.2120,46.75,5.67,389.79,0.1048,2.72,24.57
baseline,LONG,stocks,ADP,2030,0.2460,58.57,7.13,220.44,0.1086,1.02,-5.35
baseline,LONG,stocks,AEM,4531,0.2632,47.67,6.10,712.79,0.1573,3.26,241.14
baseline,LONG,stocks,AG,6437,0.2587,47.20,8.38,1427.59,0.2218,4.60,313.94
baseline,LONG,stocks,AGCO,3036,0.2443,47.96,3.83,486.26,0.1602,2.26,-0.76
baseline,LONG,stocks,AGI,4362,0.2599,48.53,7.55,805.30,0.1846,3.12,218.04
baseline,LONG,stocks,ALB,4765,0.2643,48.29,5.86,1085.88,0.2279,3.48,70.96
baseline,LONG,stocks,AM,3122,0.2276,46.99,3.61,328.34,0.1052,2.28,70.79
baseline,LONG,stocks,AMD,1917,0.2835,64.68,16.06,685.40,0.3575,1.04,150.86
baseline,LONG,stocks,AMZN,1903,0.2413,61.95,11.77,394.59,0.2074,1.04,100.54
baseline,LONG,stocks,APA,1899,0.3297,63.56,8.53,613.23,0.3229,1.04,14.65
baseline,LONG,stocks,APO,2418,0.1704,52.40,22.64,330.24,0.1366,1.03,89.27
baseline,LONG,stocks,AR,3957,0.2642,48.47,5.55,684.11,0.1729,2.86,30.93
baseline,LONG,stocks,ARM,377,-0.0350,31.30,25.08,-12.71,-0.0337,0.11,44.98
baseline,LONG,stocks,ASC,3114,0.2627,48.46,8.55,560.70,0.1801,2.26,-6.24
baseline,LONG,stocks,ASML,2043,0.2256,58.59,11.15,404.21,0.1978,1.04,126.81
baseline,LONG,stocks,ASTS,1995,0.3306,62.21,28.38,1626.33,0.8152,1.04,1980.84
baseline,LONG,stocks,ATI,3026,0.2594,49.70,9.30,626.39,0.2070,2.25,184.32
baseline,LONG,stocks,AU,5324,0.2867,50.13,8.02,1120.34,0.2104,3.91,402.52
baseline,LONG,stocks,AVGO,1919,0.2560,62.58,17.34,611.24,0.3185,1.04,413.96
baseline,LONG,stocks,AXON,3626,0.2492,49.67,9.74,710.11,0.1958,2.64,25.58
baseline,LONG,stocks,BA,1947,0.2839,63.23,11.23,441.54,0.2268,1.04,-4.38
baseline,LONG,stocks,BABA,1941,0.1592,58.68,14.96,343.62,0.1770,1.04,53.24
baseline,LONG,stocks,BG,3210,0.2456,47.63,3.17,415.78,0.1295,2.38,24.01
baseline,LONG,stocks,BHP,5155,0.2215,46.77,3.86,471.44,0.0915,3.85,46.92
baseline,LONG,stocks,BIDU,1977,0.1673,58.07,12.56,351.44,0.1778,1.04,-4.12
baseline,LONG,stocks,BITO,1972,0.1761,59.23,28.51,437.20,0.2217,1.04,-44.91
baseline,LONG,stocks,BK,1920,0.3033,62.76,9.01,339.80,0.1770,1.04,177.95
baseline,LONG,stocks,BKR,3921,0.2156,47.49,4.23,429.83,0.1096,2.80,90.35
baseline,LONG,stocks,BLOK,2219,0.2430,57.10,9.44,504.45,0.2273,1.04,169.74
baseline,LONG,stocks,BNO,769,-0.1273,30.17,68.36,-68.15,-0.0886,0.38,16.60
baseline,LONG,stocks,BOIL,6502,0.2767,49.66,20.73,2270.28,0.3492,4.75,-75.17
baseline,LONG,stocks,BOTZ,277,0.2790,53.07,1.47,32.39,0.1169,0.20,29.05
baseline,LONG,stocks,BTCL,325,-0.0798,36.31,65.11,-52.79,-0.1624,0.10,-44.33
baseline,LONG,stocks,BTG,5541,0.2066,45.66,5.97,736.78,0.1330,3.85,62.60
baseline,LONG,stocks,BWXT,2056,0.2964,61.96,7.61,444.65,0.2163,1.04,240.73
baseline,LONG,stocks,CALM,3144,0.2490,49.11,6.44,476.11,0.1514,2.27,31.52
baseline,LONG,stocks,CAT,1929,0.3037,62.36,5.41,429.06,0.2224,1.04,230.94
baseline,LONG,stocks,CCJ,5017,0.2591,48.67,7.93,941.28,0.1876,3.59,152.99
baseline,LONG,stocks,CDE,5954,0.2651,47.60,14.29,1444.24,0.2426,4.22,439.83
baseline,LONG,stocks,CENX,3496,0.2786,50.17,12.84,1099.00,0.3144,2.53,249.14
baseline,LONG,stocks,CF,3538,0.2450,48.25,5.59,526.06,0.1487,2.58,40.74
baseline,LONG,stocks,CHRD,3236,0.2513,47.84,11.05,500.43,0.1546,2.36,-20.22
baseline,LONG,stocks,CIBR,365,-0.1578,30.41,27.47,-27.47,-0.0753,0.19,27.80
baseline,LONG,stocks,CLF,5821,0.2225,45.13,8.82,1104.40,0.1897,4.13,-49.09
