combination,side,asset_class,symbol,trades,pool_sharpe,win_rate,max_dd_pct,acc_gain_pct,avg_gain_trade,n_years,bh_pct
15m_and_1h,LONG,stocks,FANG,701,0.0244,43.08,39.90,28.70,0.0409,2.76,-2.61
15m_and_1h,LONG,stocks,FCX,864,0.0423,43.63,41.38,78.21,0.0905,4.29,37.90
15m_and_1h,LONG,stocks,FDX,662,0.0850,33.23,30.09,91.84,0.1387,1.04,57.82
15m_and_1h,LONG,stocks,FIVN,720,-0.0168,27.78,100.40,-37.05,-0.0515,1.04,-77.28
15m_and_1h,LONG,stocks,FLR,225,0.0882,43.11,43.49,87.85,0.3905,2.12,15.26
15m_and_1h,LONG,stocks,FMC,639,-0.0190,38.18,99.91,-31.08,-0.0486,2.51,-75.24
15m_and_1h,LONG,stocks,FNV,512,0.1100,46.48,16.94,110.16,0.2152,2.39,103.61
15m_and_1h,LONG,stocks,FRO,887,0.0489,41.94,56.24,85.53,0.0964,3.45,51.56
15m_and_1h,LONG,stocks,FSLR,241,0.0782,40.66,50.64,105.16,0.4364,2.12,17.54
15m_and_1h,LONG,stocks,GD,591,0.0263,39.42,29.22,18.40,0.0311,2.34,27.61
15m_and_1h,LONG,stocks,GDX,799,0.0931,46.68,34.79,152.82,0.1913,5.03,215.46
15m_and_1h,LONG,stocks,GDXJ,913,0.0909,44.58,38.01,161.10,0.1765,3.87,199.36
15m_and_1h,LONG,stocks,GE,605,0.1151,38.35,17.42,121.86,0.2014,1.04,276.95
15m_and_1h,LONG,stocks,GILD,627,0.0635,33.17,27.62,63.74,0.1017,1.04,66.04
15m_and_1h,LONG,stocks,GLD,607,0.0996,34.76,9.93,68.64,0.1131,1.04,124.30
15m_and_1h,LONG,stocks,GM,616,0.0876,35.23,24.56,116.94,0.1898,1.04,134.09
15m_and_1h,LONG,stocks,GME,683,0.0730,32.80,59.21,295.44,0.4326,1.04,21.72
15m_and_1h,LONG,stocks,GNK,501,0.0323,41.72,55.01,32.05,0.0640,2.20,14.16
15m_and_1h,LONG,stocks,GOGL,506,-0.0107,41.30,62.21,-10.15,-0.0201,2.13,-36.25
15m_and_1h,LONG,stocks,GOLD,572,0.0704,41.26,34.09,122.75,0.2146,3.00,176.60
15m_and_1h,LONG,stocks,GOOG,192,0.1988,43.75,25.77,117.38,0.6114,2.12,121.63
15m_and_1h,LONG,stocks,GOOGL,612,0.0979,37.91,23.58,115.85,0.1893,1.04,176.84
15m_and_1h,LONG,stocks,GS,230,0.1600,45.22,25.09,112.12,0.4875,2.12,102.61
15m_and_1h,LONG,stocks,HAL,813,0.0237,40.10,61.68,33.22,0.0409,3.44,1.67
15m_and_1h,LONG,stocks,HD,652,0.0311,31.60,21.66,26.88,0.0412,1.04,12.68
15m_and_1h,LONG,stocks,HES,373,0.0375,38.34,24.99,20.88,0.0560,1.47,7.22
15m_and_1h,LONG,stocks,HII,583,0.0468,43.74,40.66,59.69,0.1024,2.40,8.38
15m_and_1h,LONG,stocks,HL,682,0.0994,46.33,46.45,262.13,0.3844,4.25,337.91
15m_and_1h,LONG,stocks,HON,660,0.0383,32.12,22.09,30.62,0.0464,1.04,24.93
15m_and_1h,LONG,stocks,HWM,570,0.1150,42.98,15.45,134.93,0.2367,2.45,241.47
15m_and_1h,LONG,stocks,IBIT,62,-0.0890,32.26,33.96,-13.73,-0.2215,0.11,-20.28
15m_and_1h,LONG,stocks,IBM,601,0.1076,37.27,21.97,102.70,0.1709,1.04,92.16
15m_and_1h,LONG,stocks,ICL,405,0.0135,36.30,30.06,13.62,0.0336,2.42,-1.83
15m_and_1h,LONG,stocks,INGR,507,-0.0307,38.07,45.81,-20.38,-0.0402,2.11,-5.39
15m_and_1h,LONG,stocks,INOD,651,0.0746,31.49,97.78,308.54,0.4739,1.04,535.07
15m_and_1h,LONG,stocks,INSW,548,0.0467,39.78,68.14,60.90,0.1111,2.28,32.99
15m_and_1h,LONG,stocks,INTC,879,0.0767,43.46,69.11,202.66,0.2306,5.25,200.52
15m_and_1h,LONG,stocks,IPI,424,0.0908,42.92,31.87,125.38,0.2957,2.03,121.42
15m_and_1h,LONG,stocks,ITA,577,0.0683,40.90,15.72,46.64,0.0808,2.33,68.21
15m_and_1h,LONG,stocks,JD,223,0.0555,36.77,28.88,53.44,0.2397,2.12,-8.86
15m_and_1h,LONG,stocks,JNJ,600,0.0838,35.67,14.70,52.66,0.0878,1.04,47.35
15m_and_1h,LONG,stocks,JOBY,622,0.0664,31.35,52.10,215.61,0.3466,1.04,136.93
15m_and_1h,LONG,stocks,JPM,562,0.1114,35.77,15.24,93.73,0.1668,1.04,115.08
15m_and_1h,LONG,stocks,KGC,703,0.1057,46.23,35.11,198.22,0.2820,4.04,442.30
15m_and_1h,LONG,stocks,KMI,704,0.0393,47.44,27.16,33.69,0.0479,3.15,91.16
15m_and_1h,LONG,stocks,KO,647,0.0287,32.30,17.76,17.31,0.0268,1.04,18.49
15m_and_1h,LONG,stocks,KTOS,811,0.0962,45.75,42.66,221.56,0.2732,3.36,322.47
15m_and_1h,LONG,stocks,LAC,567,0.0417,46.03,105.03,138.17,0.2437,4.44,-17.25
15m_and_1h,LONG,stocks,LDOS,542,0.0228,41.14,36.41,20.03,0.0370,2.39,-0.20
15m_and_1h,LONG,stocks,LEU,781,0.1141,45.20,71.71,417.72,0.5349,3.16,386.13
15m_and_1h,LONG,stocks,LEXX,39,-0.2356,38.46,68.37,-60.72,-1.5569,0.11,-25.83
15m_and_1h,LONG,stocks,LHX,573,0.0699,39.97,28.94,54.98,0.0959,2.33,64.79
15m_and_1h,LONG,stocks,LLY,615,0.0882,35.45,25.43,116.20,0.1889,1.04,142.53
15m_and_1h,LONG,stocks,LMT,670,0.0588,34.03,27.56,49.65,0.0741,1.04,32.42
15m_and_1h,LONG,stocks,LNG,682,0.0664,43.55,30.64,69.43,0.1018,2.69,49.71
15m_and_1h,LONG,stocks,LOW,684,0.0453,28.51,20.20,44.82,0.0655,1.04,15.02
15m_and_1h,LONG,stocks,LRCX,667,0.1215,33.88,24.82,215.06,0.3224,1.04,360.57
15m_and_1h,LONG,stocks,LSB,106,-0.1650,36.79,182.32,-198.86,-1.8761,0.72,-94.83
15m_and_1h,LONG,stocks,LYFT,691,0.0743,32.71,42.55,202.03,0.2924,1.04,31.04
15m_and_1h,LONG,stocks,MA,630,0.0737,36.83,14.71,52.64,0.0836,1.04,35.49
15m_and_1h,LONG,stocks,MAG,384,0.0999,42.71,34.57,121.44,0.3163,1.78,169.48
15m_and_1h,LONG,stocks,MAR,207,0.1285,43.00,28.46,69.38,0.3352,2.12,48.34
15m_and_1h,LONG,stocks,MCD,653,0.0473,32.62,18.82,29.39,0.0450,1.04,7.20
15m_and_1h,LONG,stocks,MDT,632,0.0207,33.23,26.83,15.69,0.0248,1.04,-2.60
15m_and_1h,LONG,stocks,META,682,0.0866,34.90,24.07,122.77,0.1800,1.04,181.61
15m_and_1h,LONG,stocks,MO,589,0.0836,35.14,21.01,63.97,0.1086,1.04,36.17
15m_and_1h,LONG,stocks,MOD,193,0.1635,45.08,48.54,231.98,1.2020,2.12,163.87
15m_and_1h,LONG,stocks,MOO,434,0.0076,37.10,22.15,3.54,0.0082,1.84,11.74
15m_and_1h,LONG,stocks,MOS,739,0.0201,44.25,37.87,30.99,0.0419,3.08,-26.84
15m_and_1h,LONG,stocks,MP,803,0.0771,46.82,67.73,270.10,0.3364,4.20,392.05
15m_and_1h,LONG,stocks,MPC,624,0.0571,45.03,30.72,68.58,0.1099,2.58,25.78
15m_and_1h,LONG,stocks,MPLX,212,0.0966,43.40,14.34,37.72,0.1779,2.12,35.60
15m_and_1h,LONG,stocks,MRK,628,0.0183,30.41,46.71,17.20,0.0274,1.04,4.51
15m_and_1h,LONG,stocks,MRO,232,0.0086,40.52,19.54,2.84,0.0122,0.98,4.50
15m_and_1h,LONG,stocks,MRVL,653,0.0862,35.53,59.40,203.42,0.3115,1.04,158.21
15m_and_1h,LONG,stocks,MSFT,662,0.0243,35.65,31.38,22.00,0.0332,1.04,25.32
15m_and_1h,LONG,stocks,MSTR,67,0.0964,43.28,15.11,21.92,0.3272,0.44,27.96
15m_and_1h,LONG,stocks,MU,647,0.1158,36.17,37.15,241.66,0.3735,1.04,537.72
15m_and_1h,LONG,stocks,NAT,370,0.0313,42.43,50.95,30.13,0.0814,2.76,45.74
15m_and_1h,LONG,stocks,NEM,795,0.0718,45.53,37.02,127.39,0.1602,4.47,241.14
15m_and_1h,LONG,stocks,NET,215,0.1820,42.79,35.23,198.68,0.9241,2.12,163.23
15m_and_1h,LONG,stocks,NFLX,622,0.0965,35.05,39.74,129.68,0.2085,1.04,184.30
15m_and_1h,LONG,stocks,NKE,685,-0.0246,30.51,47.99,-31.99,-0.0467,1.04,-57.51
15m_and_1h,LONG,stocks,NLR,52,0.1439,44.23,6.70,13.10,0.2519,0.18,10.86
15m_and_1h,LONG,stocks,NNE,869,0.0779,44.42,145.60,534.85,0.6155,4.00,465.58
15m_and_1h,LONG,stocks,NOC,597,0.0420,40.20,27.38,38.22,0.0640,2.48,16.28
15m_and_1h,LONG,stocks,NOV,218,0.1112,42.66,24.59,73.79,0.3385,2.12,6.30
15m_and_1h,LONG,stocks,NTR,568,0.0554,40.14,27.44,54.79,0.0965,2.36,40.08
15m_and_1h,LONG,stocks,NUE,707,0.0309,40.88,49.51,39.12,0.0553,2.68,16.04
15m_and_1h,LONG,stocks,NUKZ,43,-0.1212,39.53,15.85,-10.53,-0.2450,0.14,0.70
15m_and_1h,LONG,stocks,NVDA,644,0.1106,36.96,36.49,226.40,0.3516,1.04,563.07
15m_and_1h,LONG,stocks,NVO,249,0.0113,39.36,62.74,11.41,0.0458,2.12,-65.95
15m_and_1h,LONG,stocks,NXE,687,0.0683,47.74,50.49,140.02,0.2038,3.36,61.85
15m_and_1h,LONG,stocks,OIH,587,0.0362,40.72,41.94,35.87,0.0611,2.25,25.45
15m_and_1h,LONG,stocks,OKE,657,0.0297,46.27,42.81,28.19,0.0429,2.72,8.52
15m_and_1h,LONG,stocks,OKLO,1018,0.0888,41.26,57.83,470.66,0.4623,4.39,193.58
15m_and_1h,LONG,stocks,OLED,730,-0.0107,30.14,56.36,-16.34,-0.0224,1.03,-28.92
15m_and_1h,LONG,stocks,ORCL,655,0.0547,34.81,52.50,102.50,0.1565,1.04,55.78
15m_and_1h,LONG,stocks,OXY,654,0.0102,31.96,56.09,11.82,0.0181,1.04,0.85
15m_and_1h,LONG,stocks,PAAS,799,0.1056,45.43,30.44,237.15,0.2968,4.02,320.40
15m_and_1h,LONG,stocks,PATH,634,0.0560,34.38,48.15,125.62,0.1981,1.04,-25.70
15m_and_1h,LONG,stocks,PBF,600,0.0609,43.33,88.20,118.47,0.1975,2.60,-26.44
15m_and_1h,LONG,stocks,PBR,220,0.0799,40.45,22.79,56.78,0.2581,2.12,31.44
15m_and_1h,LONG,stocks,PDBC,481,0.0809,45.53,15.16,45.11,0.0938,2.61,31.85
15m_and_1h,LONG,stocks,PEP,658,-0.0001,28.12,31.45,-0.07,-0.0001,1.04,-20.08
15m_and_1h,LONG,stocks,PFE,637,-0.0096,27.47,32.68,-8.55,-0.0134,1.04,-29.72
15m_and_1h,LONG,stocks,PG,235,0.0126,39.57,17.22,4.54,0.0193,2.12,-15.42
15m_and_1h,LONG,stocks,PLL,457,0.0180,40.48,72.85,37.42,0.0819,1.90,-39.43
15m_and_1h,LONG,stocks,PLTR,955,0.0957,46.39,33.87,251.03,0.2629,5.25,455.25
15m_and_1h,LONG,stocks,PPA,462,0.1065,44.37,15.43,56.22,0.1217,2.09,66.62
15m_and_1h,LONG,stocks,PR,652,0.0319,45.25,46.45,44.51,0.0683,2.91,14.84
15m_and_1h,LONG,stocks,PSX,603,0.0408,42.12,34.24,43.99,0.0729,2.55,9.57
15m_and_1h,LONG,stocks,PYPL,653,0.0179,33.54,58.64,26.41,0.0404,1.04,-37.51
15m_and_1h,LONG,stocks,QBTS,621,0.0904,33.49,115.56,708.29,1.1406,1.04,2808.71
15m_and_1h,LONG,stocks,QCOM,682,0.0090,35.19,54.03,11.36,0.0167,1.04,14.80
15m_and_1h,LONG,stocks,QLYS,687,-0.0010,32.02,61.20,-1.34,-0.0020,1.04,-19.11
15m_and_1h,LONG,stocks,QQQ,637,0.0821,35.79,16.15,59.84,0.0939,1.04,87.48
15m_and_1h,LONG,stocks,QUBT,618,0.0689,31.07,120.27,586.69,0.9493,1.04,515.84
15m_and_1h,LONG,stocks,RBLX,635,0.1200,37.64,43.01,218.93,0.3448,1.04,47.78
15m_and_1h,LONG,stocks,RDDT,56,-0.2293,32.14,62.57,-46.99,-0.8391,0.11,-37.67
15m_and_1h,LONG,stocks,REMX,588,0.0588,39.80,48.18,79.77,0.1357,2.41,73.60
15m_and_1h,LONG,stocks,RGLD,611,0.0686,44.35,29.12,80.65,0.1320,2.45,115.03
15m_and_1h,LONG,stocks,RIG,222,0.1156,43.24,53.34,140.44,0.6326,2.12,13.21
15m_and_1h,LONG,stocks,RIO,945,0.0628,42.54,15.24,70.51,0.0746,3.89,68.40
15m_and_1h,LONG,stocks,RKLB,613,0.1391,35.24,41.97,485.09,0.7913,1.04,1809.82
15m_and_1h,LONG,stocks,ROBO,51,0.1517,43.14,6.88,12.35,0.2422,0.15,19.20
15m_and_1h,LONG,stocks,ROKU,672,0.0504,34.97,59.95,128.14,0.1907,1.04,61.24
15m_and_1h,LONG,stocks,RRC,587,0.0744,45.66,18.61,90.30,0.1538,2.48,20.64
15m_and_1h,LONG,stocks,RS,542,0.0625,43.54,23.74,52.47,0.0968,2.25,10.46
15m_and_1h,LONG,stocks,RTX,616,0.0669,32.63,29.16,60.00,0.0974,1.04,95.44
15m_and_1h,LONG,stocks,SAP,703,0.0133,30.87,50.06,14.84,0.0211,1.04,25.48
15m_and_1h,LONG,stocks,SBIT,51,0.1001,49.02,37.27,32.83,0.6438,0.11,23.22
15m_and_1h,LONG,stocks,SBLK,706,0.0098,42.35,62.51,11.61,0.0164,2.72,-4.83
15m_and_1h,LONG,stocks,SBUX,679,-0.0100,30.78,42.49,-10.96,-0.0161,1.04,-15.29
15m_and_1h,LONG,stocks,SCCO,699,0.0744,46.35,28.94,120.16,0.1719,2.77,92.09
15m_and_1h,LONG,stocks,SCHW,614,0.0974,34.85,23.72,106.42,0.1733,1.04,88.66
15m_and_1h,LONG,stocks,SGML,637,0.0498,43.01,72.67,152.74,0.2398,2.86,-17.59
15m_and_1h,LONG,stocks,SHOP,649,0.0748,33.90,55.37,181.96,0.2804,1.04,147.49
15m_and_1h,LONG,stocks,SHY,437,-0.3398,24.03,20.81,-20.94,-0.0479,1.04,0.08
15m_and_1h,LONG,stocks,SLB,859,0.0142,40.86,50.20,18.61,0.0217,3.52,-2.85
15m_and_1h,LONG,stocks,SLV,567,0.1116,35.27,19.69,157.89,0.2785,1.04,184.32
15m_and_1h,LONG,stocks,SMCI,679,0.0771,33.87,121.24,332.35,0.4895,1.04,152.08
15m_and_1h,LONG,stocks,SMG,556,0.0449,39.21,40.50,56.11,0.1009,2.29,-16.61
15m_and_1h,LONG,stocks,SMR,1064,0.0714,42.67,88.05,369.41,0.3472,4.80,153.93
15m_and_1h,LONG,stocks,SNDK,506,0.1887,48.81,40.94,471.91,0.9326,2.36,2993.03
15m_and_1h,LONG,stocks,SNOW,684,0.0638,34.80,43.43,128.05,0.1872,1.04,10.79
15m_and_1h,LONG,stocks,SPOT,653,0.0844,35.99,50.34,143.70,0.2201,1.04,242.98
15m_and_1h,LONG,stocks,SPY,639,0.0736,34.74,12.35,39.68,0.0621,1.04,61.56
15m_and_1h,LONG,stocks,SQ,392,0.0030,39.03,41.44,2.48,0.0063,1.71,4.98
15m_and_1h,LONG,stocks,SQM,681,0.0615,41.12,36.63,101.95,0.1497,2.58,69.49
15m_and_1h,LONG,stocks,STLD,556,0.0745,43.71,20.80,87.61,0.1576,2.40,60.30
15m_and_1h,LONG,stocks,STNG,570,0.0204,39.82,81.81,23.94,0.0420,2.25,5.00
15m_and_1h,LONG,stocks,STZ,702,-0.0090,29.63,51.32,-8.61,-0.0123,1.04,-33.09
15m_and_1h,LONG,stocks,T,563,0.0654,37.66,23.02,55.45,0.0985,1.04,66.09
15m_and_1h,LONG,stocks,TCEHY,605,0.0370,32.23,36.80,46.83,0.0774,1.04,45.16
15m_and_1h,LONG,stocks,TDG,499,0.0194,42.69,24.79,14.91,0.0299,2.26,-1.52
15m_and_1h,LONG,stocks,TECK,679,0.0812,42.27,33.71,133.97,0.1973,2.78,48.76
15m_and_1h,LONG,stocks,TGT,687,0.0178,31.59,36.32,21.05,0.0306,1.04,-26.18
15m_and_1h,LONG,stocks,TMO,656,-0.0068,29.42,40.23,-6.94,-0.0106,1.03,-11.56
15m_and_1h,LONG,stocks,TMUS,229,0.1075,41.05,23.03,57.44,0.2508,2.12,12.93
15m_and_1h,LONG,stocks,TNK,504,0.0125,39.29,67.91,14.67,0.0291,2.19,23.12
15m_and_1h,LONG,stocks,TRGP,506,0.1618,49.41,18.71,148.55,0.2936,2.33,123.45
15m_and_1h,LONG,stocks,TSLA,651,0.0866,37.48,39.04,190.17,0.2921,1.04,144.42
15m_and_1h,LONG,stocks,TSM,675,0.0985,33.78,22.60,154.05,0.2282,1.04,321.86
15m_and_1h,LONG,stocks,TSN,587,-0.0078,37.65,35.35,-6.13,-0.0104,2.39,8.56
15m_and_1h,LONG,stocks,TTD,693,0.0003,33.48,73.33,0.57,0.0008,1.04,-64.04
15m_and_1h,LONG,stocks,TXN,667,0.0077,30.88,34.02,9.33,0.0140,1.04,16.40
15m_and_1h,LONG,stocks,UAN,279,0.0647,43.01,26.10,52.94,0.1898,1.58,67.22
15m_and_1h,LONG,stocks,UBER,1004,-0.0016,41.93,43.31,-2.86,-0.0028,4.41,-8.98
15m_and_1h,LONG,stocks,UEC,682,0.0762,44.28,67.39,206.04,0.3021,4.49,123.49
15m_and_1h,LONG,stocks,ULTA,689,0.0062,31.06,48.10,8.16,0.0118,1.04,-3.03
15m_and_1h,LONG,stocks,UNG,1121,0.0070,37.20,75.14,18.67,0.0167,4.61,-20.22
15m_and_1h,LONG,stocks,UNH,675,0.0177,33.04,29.63,24.64,0.0365,1.04,-44.40
15m_and_1h,LONG,stocks,UNP,228,0.0696,41.23,13.32,31.69,0.1390,2.12,10.76
15m_and_1h,LONG,stocks,UPS,654,-0.0193,31.96,48.98,-19.62,-0.0300,1.04,-43.80
15m_and_1h,LONG,stocks,URA,834,0.0718,44.96,34.32,128.30,0.1538,3.63,66.33
15m_and_1h,LONG,stocks,URNM,635,0.0687,42.83,48.61,116.23,0.1830,2.51,21.87
15m_and_1h,LONG,stocks,USAR,468,0.0785,45.09,128.91,245.94,0.5255,2.64,138.67
15m_and_1h,LONG,stocks,USO,639,0.0478,33.96,24.08,65.14,0.1019,1.04,67.59
15m_and_1h,LONG,stocks,UUUU,717,0.0848,43.38,66.76,282.92,0.3946,4.33,258.93
15m_and_1h,LONG,stocks,V,623,0.0990,37.72,12.12,65.00,0.1043,1.04,31.93
15m_and_1h,LONG,stocks,VALE,576,0.0539,44.27,42.09,54.33,0.0943,4.20,37.52
15m_and_1h,LONG,stocks,VLO,663,0.0752,45.10,28.56,93.50,0.1410,2.76,43.23
15m_and_1h,LONG,stocks,VZ,633,0.0179,32.70,18.33,16.14,0.0255,1.04,36.42
15m_and_1h,LONG,stocks,WDAY,671,0.0205,33.53,36.50,26.22,0.0391,1.04,-31.45
15m_and_1h,LONG,stocks,WEAT,507,-0.0298,38.46,57.83,-19.19,-0.0379,2.93,-11.84
15m_and_1h,LONG,stocks,WFC,234,0.1067,40.17,22.37,66.45,0.2840,2.12,20.17
15m_and_1h,LONG,stocks,WM,209,0.0580,37.80,20.21,21.86,0.1046,2.12,4.62
15m_and_1h,LONG,stocks,WMB,604,0.0962,44.70,18.65,82.29,0.1362,2.47,91.42
15m_and_1h,LONG,stocks,WMT,595,0.1230,36.81,12.59,100.91,0.1696,1.04,144.05
15m_and_1h,LONG,stocks,WPM,710,0.1109,48.87,29.25,165.74,0.2334,3.06,210.54
15m_and_1h,LONG,stocks,X,449,0.0571,42.32,28.41,64.38,0.1434,1.92,34.50
15m_and_1h,LONG,stocks,XLE,896,0.0407,41.41,24.24,35.67,0.0398,3.95,33.17
15m_and_1h,LONG,stocks,XME,602,0.1022,43.36,18.19,100.26,0.1666,2.43,79.48
15m_and_1h,LONG,stocks,XOM,663,0.0462,33.18,14.94,38.15,0.0575,1.04,41.77
15m_and_1h,LONG,stocks,XOP,740,0.0270,43.11,33.03,28.78,0.0389,3.04,9.99
15m_and_1h,LONG,stocks,ZETA,644,0.0619,33.23,65.63,166.78,0.2590,1.04,66.20
15m_and_1h,LONG,stocks,ZIM,903,0.0643,41.64,72.11,186.83,0.2069,4.12,168.12
15m_and_1h,LONG,stocks,ZM,222,0.1712,48.20,18.64,122.09,0.5500,2.12,56.31
15m_and_1h,LONG,stocks,ZTS,253,-0.0594,35.97,53.68,-39.41,-0.1558,2.12,-57.25
4h_and_D,LONG,crypto,1INCHUSDT,246,0.0235,35.77,226.37,115.24,0.4685,5.38,-96.67
4h_and_D,LONG,crypto,ADAUSDC,58,-0.1729,36.21,124.00,-107.74,-1.8575,1.22,-74.99
4h_and_D,LONG,crypto,ALGOUSDT,305,0.0727,40.98,225.62,432.16,1.4169,5.90,-55.04
4h_and_D,LONG,crypto,ANKRUSDT,197,0.0666,38.58,196.35,692.95,3.5175,5.21,-52.61
4h_and_D,LONG,crypto,ATOMUSDT,291,0.0685,37.80,146.91,344.71,1.1846,5.79,-53.70
4h_and_D,LONG,crypto,AVAXUSDC,121,-0.0594,39.67,136.73,-83.10,-0.6868,2.18,-82.39
4h_and_D,LONG,crypto,AXSUSDT,263,0.0982,36.12,248.56,1127.07,4.2854,5.34,128.61
4h_and_D,LONG,crypto,BANDUSDT,313,0.0387,42.81,201.49,249.12,0.7959,5.74,-93.83
4h_and_D,LONG,crypto,BATUSDT,304,0.0554,38.82,149.99,264.27,0.8693,6.19,-65.10
4h_and_D,LONG,crypto,BELUSDT,205,0.0280,41.46,190.75,111.11,0.5420,5.06,-89.49
4h_and_D,LONG,crypto,BNBUSDC,95,0.1329,51.58,60.06,109.10,1.1484,2.39,108.79
4h_and_D,LONG,crypto,BTCDOMUSDT,252,0.1785,44.84,34.36,193.48,0.7678,4.89,457.68
4h_and_D,LONG,crypto,BTCUSDC,100,0.1081,41.00,63.79,90.42,0.9042,2.39,77.25
4h_and_D,LONG,crypto,C98USDT,243,-0.0512,36.63,242.14,-183.42,-0.7548,4.67,-99.28
4h_and_D,LONG,crypto,CELRUSDT,263,0.0186,37.26,191.79,94.71,0.3601,5.07,-96.87
4h_and_D,LONG,crypto,CHRUSDT,256,0.0279,35.55,263.97,128.82,0.5032,5.17,-95.64
4h_and_D,LONG,crypto,COMPUSDT,306,0.0436,37.58,195.25,255.27,0.8342,5.82,-91.64
4h_and_D,LONG,crypto,COTIUSDT,291,0.0200,35.40,208.51,104.95,0.3606,5.17,-96.80
4h_and_D,LONG,crypto,DASHUSDT,275,0.0730,42.55,110.58,366.40,1.3323,6.22,-61.89
4h_and_D,LONG,crypto,DOTUSDT,273,0.0619,37.36,194.93,343.30,1.2575,5.67,-57.95
4h_and_D,LONG,crypto,EGLDUSDT,275,0.0654,38.91,260.90,449.74,1.6354,5.66,-70.53
4h_and_D,LONG,crypto,ENJUSDT,216,0.0636,36.57,234.56,972.71,4.5033,5.54,-73.31
4h_and_D,LONG,crypto,ETCUSDT,256,0.0911,41.80,126.84,585.06,2.2854,6.02,15.30
4h_and_D,LONG,crypto,ETHUSDC,104,0.0644,42.31,85.05,86.00,0.8269,2.39,-6.01
4h_and_D,LONG,crypto,GRTUSDT,304,0.0378,38.16,221.58,217.63,0.7159,5.39,-90.83
4h_and_D,LONG,crypto,GTCUSDT,255,-0.0235,40.00,231.67,-101.95,-0.3998,4.87,-99.39
4h_and_D,LONG,crypto,HOTUSDT,271,0.0030,36.16,184.53,14.26,0.0526,5.07,-97.14
4h_and_D,LONG,crypto,IOSTUSDT,309,0.0575,39.48,215.14,23824.41,77.1017,6.20,-82.08
4h_and_D,LONG,crypto,IOTAUSDT,292,0.0554,36.99,175.31,350.31,1.1997,6.20,-82.30
4h_and_D,LONG,crypto,IOTXUSDT,235,0.0554,39.57,212.38,1217.22,5.1797,4.78,-96.94
4h_and_D,LONG,crypto,KAVAUSDT,214,-0.0450,35.05,233.62,-128.24,-0.5992,5.33,-97.45
4h_and_D,LONG,crypto,KNCUSDT,213,0.0193,38.03,147.83,62.12,0.2916,5.81,-87.82
4h_and_D,LONG,crypto,KSMUSDT,274,0.0629,34.31,222.25,335.81,1.2256,5.57,-83.90
4h_and_D,LONG,crypto,LINKUSDC,114,0.0121,38.60,105.14,17.89,0.1569,2.27,-52.87
4h_and_D,LONG,crypto,LRCUSDT,234,0.0444,33.33,193.77,385.21,1.6462,5.37,-85.03
4h_and_D,LONG,crypto,LTCUSDC,80,-0.0146,47.50,78.49,-12.11,-0.1513,2.12,-46.14
4h_and_D,LONG,crypto,MANAUSDT,242,0.0503,34.71,178.94,301.10,1.2442,5.16,-91.83
4h_and_D,LONG,crypto,MTLUSDT,193,-0.0103,38.86,150.34,-29.44,-0.1525,5.04,-95.38
4h_and_D,LONG,crypto,NKNUSDT,195,-0.0596,35.38,202.93,-198.88,-1.0199,5.02,-99.52
4h_and_D,LONG,crypto,QTUMUSDT,259,0.0762,39.38,158.45,406.02,1.5677,6.05,-63.23
4h_and_D,LONG,crypto,RSRUSDT,315,0.0681,37.46,174.20,427.83,1.3582,5.56,-84.81
4h_and_D,LONG,crypto,RVNUSDT,287,0.0086,34.49,139.13,40.00,0.1394,5.16,-96.27
4h_and_D,LONG,crypto,SANDUSDT,250,0.0957,38.80,208.80,727.00,2.9080,5.29,-19.60
4h_and_D,LONG,crypto,SKLUSDT,322,0.0489,36.96,192.64,341.41,1.0603,5.24,-94.60
4h_and_D,LONG,crypto,SNXUSDT,322,0.0376,40.06,160.29,218.93,0.6799,5.74,-94.22
4h_and_D,LONG,crypto,SOLUSDC,102,0.0659,42.16,99.95,85.94,0.8426,2.39,-15.47
4h_and_D,LONG,crypto,STORJUSDT,269,0.0663,40.89,174.72,312.96,1.1634,5.43,-71.43
4h_and_D,LONG,crypto,SUSHIUSDT,283,0.0461,37.46,182.17,306.19,1.0820,5.38,-94.70
4h_and_D,LONG,crypto,SXPUSDT,263,0.0483,34.98,195.21,336.76,1.2805,5.76,-95.65
4h_and_D,LONG,crypto,THETAUSDT,287,0.0726,38.68,205.53,571.55,1.9915,5.96,-53.40
4h_and_D,LONG,crypto,TRXUSDT,236,0.1690,45.76,75.15,596.94,2.5294,6.06,2105.39
4h_and_D,LONG,crypto,UNIUSDC,50,-0.0640,30.00,102.20,-40.61,-0.8121,0.94,-56.69
4h_and_D,LONG,crypto,VETUSDT,302,0.0863,38.74,169.42,543.38,1.7993,6.24,-14.78
4h_and_D,LONG,crypto,XLMUSDT,310,0.0780,39.35,123.15,702.91,2.2674,6.31,129.87
4h_and_D,LONG,crypto,XMRUSDT,270,0.1279,45.93,73.02,440.53,1.6316,6.19,478.40
4h_and_D,LONG,crypto,XRPUSDC,110,0.0900,40.91,89.11,341.78,3.1071,2.39,132.15
4h_and_D,LONG,crypto,XTZUSDT,238,0.0374,44.12,186.93,143.23,0.6018,5.62,-84.86
4h_and_D,LONG,crypto,YFIUSDT,313,0.0314,36.74,164.67,176.12,0.5627,5.65,-91.49
4h_and_D,LONG,crypto,ZECUSDC,31,0.2844,41.94,83.98,521.93,16.8365,0.58,1033.16
