sym_side,live_delta,live_gain,live_tim,live_dd,live_trades,live_source,overrides_json
QQQ_LONG,-43.25935587399107,-22.406547347674632,46.03550295857988,22.87036301790639,,,"{""AUGMENT_ENABLED"": true, ""AUGMENT_LEVELS_PCT"": [1.0, 2.0, 3.0, 4.0], ""BB_AUTO_TUNE_ENABLED"": false, ""BB_AUTO_TUNE_LOOKBACK"": 100, ""BB_AUTO_TUNE_MAX_MULT"": 3.5, ""BB_AUTO_TUNE_MIN_MULT"": 1.5, ""BB_BOT_THRESHOLD"": 0.05, ""BB_LEN_15m"": 20, ""BB_LEN_1h"": 20, ""BB_LEN_4h"": 20, ""BB_LEN_D"": 20, ""BB_LONG_ENTRY_MAX"": 0.2, ""BB_SHORT_ENTRY_MIN"": 0.8, ""BB_STD_15m"": 2.0, ""BB_STD_1h"": 2.0, ""BB_STD_4h"": 2.0, ""BB_STD_D"": 2.0, ""BB_TOP_THRESHOLD"": 0.95, ""BREAKOUT_HTF_MIN_ALIGNED"": 1, ""BREAKOUT_MIN_HOLD_BARS"": 1, ""BREAKOUT_PATH_ENABLED"": false, ""BT_ALL_TF_AGAINST_CLOSE_ENABLED"": true, ""BT_DC_BB_D_BREAK_REVERSE_ENABLED"": true, ""BT_RIDICULOUS_HOLD_GUARD_ENABLED"": true, ""BT_RIDICULOUS_HOLD_HOURS"": 48.0, ""BT_RIDICULOUS_LOSS_PCT"": -15.0, ""BT_UNDERWATER_HEDGE_OR_CLOSE_ENABLED"": true, ""BT_WT15M_AGAINST_FORCE_HEDGE_ENABLED"": true, ""COOLDOWN_BARS_15m"": 3, ""CT_WT_VELOCITY_1H_MIN"": 0.0, ""DC_PERIOD_15m"": 20, ""DC_PERIOD_1h"": 20, ""DC_PERIOD_4h"": 20, ""DC_PERIOD_D"": 20, ""DIVERGENCE_BLOCK_ENABLED"": true, ""DIVERGENCE_LB"": 20, ""ENTRY_BB_EXTREME_BOUNCE_ENABLED"": true, ""ENTRY_BB_EXTREME_THRESHOLD"": 0.1, ""ENTRY_BB_SQUEEZE_LOOKBACK"": 20, ""ENTRY_BB_SQUEEZE_RATIO"": 1.5, ""ENTRY_BB_SQUEEZE_RELEASE_ENABLED"": true, ""ENTRY_EMA_FAST"": 9, ""ENTRY_EMA_MID"": 21, ""ENTRY_EMA_RIBBON_ENABLED"": true, ""ENTRY_EMA_SLOW"": 50, ""ENTRY_FVG_ENABLED"": true, ""ENTRY_LIQ_SWEEP_ENABLED"": true, ""ENTRY_LIQ_SWEEP_LOOKBACK"": 10, ""ENTRY_MODE"": ""or"", ""ENTRY_NR7_ENABLED"": true, ""ENTRY_NR_LOOKBACK"": 7, ""ENTRY_VOL_SPIKE_ENABLED"": true, ""ENTRY_VOL_SPIKE_LOOKBACK"": 20, ""ENTRY_VOL_SPIKE_RATIO"": 2.0, ""ENTRY_WILLR_ENABLED"": true, ""ENTRY_WILLR_LOOKBACK"": 14, ""ENTRY_WILLR_OB_THRESHOLD"": -15.0, ""ENTRY_WILLR_OS_THRESHOLD"": -85.0, ""ENTRY_WT_CROSS_EVENT_ENABLED"": true, ""ENTRY_WT_CROSS_LOOKBACK"": 3, ""EXIT_REQUIRE_BOTH"": false, ""EXIT_STRUCT_TF"": ""None"", ""EXIT_WT_ACCEL_ONLY"": false, ""FOLLOW_THROUGH_MIN_MOVE_PCT"": 0.05, ""FOLLOW_THROUGH_REENTRY_ENABLED"": false, ""FOLLOW_THROUGH_WINDOW_BARS"": 5, ""FUNDING_GATE_ENABLED"": false, ""FUNDING_GATE_LONG_MAX"": 0.0005, ""FUNDING_GATE_SHORT_MIN"": -0.0005, ""HARD_LOSS_PCT"": 0.5, ""HARD_LOSS_PCT_ENABLED"": true, ""HEDGE_CYCLES_ENABLED"": true, ""HEDGE_ENABLED"": true, ""HEDGE_HTF_VETO_ENABLED"": false, ""HEDGE_SIZE_FRAC"": 0.5, ""HEDGE_TRIGGER_GAIN_PCT"": -0.5, ""HEDGE_TRIGGER_GAIN_PCT_ENABLED"": false, ""HEDGE_WT_TF"": ""15m"", ""HEDGE_WT_TRIGGER"": true, ""HIER_DC_BAND_PCT"": 0.2, ""HIER_RZ_BOT_BB"": 0.15, ""HIER_RZ_TOP_BB"": 0.85, ""HIER_USE_W_M"": false, ""HIER_WT_DELTA_MIN"": 0.0, ""HIER_WT_VEL_MIN"": 0.0, ""HTF_TREND_VETO_ENABLED"": false, ""K3M_FLOOR"": 25.0, ""LONG_STRUCT_EXIT_TF"": ""D"", ""LTF"": ""5m"", ""MIN_HOLD_BARS_15m"": 5, ""MIN_TFS_AGREE"": 3, ""MIN_TFS_AGREE_ENTRY"": 3, ""MIN_TFS_AGREE_EXIT"": 2, ""MIN_TFS_AGREE_REENTRY"": 2, ""MODE"": ""tradier"", ""NOLOSS_ENABLED"": true, ""OI_GATE_ENABLED"": false, ""OI_GATE_OI_CHANGE_MIN"": -10.0, ""PARTIAL_PROFIT_LOCK_ARM_GAIN_PCT"": 0.75, ""PARTIAL_PROFIT_LOCK_BE_BUFFER_PCT"": 0.1, ""PARTIAL_PROFIT_LOCK_ENABLED"": false, ""PARTIAL_PROFIT_LOCK_FRAC"": 0.5, ""PARTIAL_PROFIT_LOCK_GAIN_PCT"": 1.0, ""PEAK_GIVEBACK_FIXED_DROP_PCT"": 0.5, ""PEAK_GIVEBACK_FIXED_MIN_PEAK_PCT"": 0.1, ""PEAK_GIVEBACK_FIXED_PCT_ENABLED"": false, ""PEAK_PROTECT_ENABLED"": true, ""PEAK_PROTECT_REQUIRE_GAIN"": true, ""PRICE_ACTION_LB"": 3, ""REENTRY_GR_HLHH_MODE"": ""OR"", ""REENTRY_GR_MIN_TFS"": 2, ""REENTRY_MEAN_REV_ENABLED"": false, ""REENTRY_MEAN_REV_TOLERANCE_PCT"": 0.3, ""REENTRY_MEAN_REV_WINDOW_BARS"": 10, ""REQUIRE_ABOVE_SMA50_D"": false, ""REQUIRE_D_TREND"": true, ""REQUIRE_W_TREND"": false, ""REVERSE_ON_EXIT_ENABLED"": false, ""RZ_CASCADE_AT_RZ_BAND_PCT"": 1.0, ""RZ_CASCADE_EXIT_ANY_TF"": true, ""RZ_CASCADE_EXIT_MIN_REV_TFS"": 2, ""RZ_CASCADE_HIGH_LOOKBACK"": 20, ""RZ_CASCADE_MIN_TF_ALIGN"": 1, ""RZ_CASCADE_REQUIRE_NEW_HIGH"": false, ""RZ_CASCADE_USE_W_M"": false, ""RZ_CASCADE_VEL_MIN"": 0.1, ""RZ_CASCADE_WT_DELTA_MIN"": 0.1, ""SHORT_STRUCT_EXIT_TF"": ""15m"", ""SPY_REGIME_BLOCK_LONGS_BELOW"": true, ""SPY_REGIME_BLOCK_SHORTS_ABOVE"": false, ""SPY_REGIME_GATE_ENABLED"": false, ""USE_BB_FILTER"": true, ""USE_DC_BREAK"": true, ""USE_PRICE_ACTION_ENTRY"": false, ""USE_RZ_CASCADE"": false, ""USE_V8_AGGREGATORS"": false, ""USE_WT_CROSS"": true, ""USE_WT_DC_HIERARCHY"": false, ""WT_ACCEL_GATE_ENABLED"": true, ""WT_ACCEL_GATE_TF"": ""1h"", ""WT_AVG_15m"": 21, ""WT_AVG_1h"": 21, ""WT_AVG_4h"": 21, ""WT_AVG_D"": 21, ""WT_CHAN_15m"": 10, ""WT_CHAN_1h"": 10, ""WT_CHAN_4h"": 10, ""WT_CHAN_D"": 10, ""X7_ABS_FLOOR_PCT"": -8.0, ""X7_FREEZE_BB_TF"": """", ""X7_FREEZE_DC_TF"": ""4h"", ""X7_FROZEN_DC_STOP_ENABLED"": false}"
APO_SHORT,-43.97860802606109,-38.388406961611494,22.174556213017752,42.735041446043915,,,"{""AUGMENT_ENABLED"": true, ""AUGMENT_LEVELS_PCT"": [1.0, 2.0, 3.0, 4.0], ""BB_AUTO_TUNE_ENABLED"": false, ""BB_AUTO_TUNE_LOOKBACK"": 100, ""BB_AUTO_TUNE_MAX_MULT"": 3.5, ""BB_AUTO_TUNE_MIN_MULT"": 1.5, ""BB_BOT_THRESHOLD"": 0.05, ""BB_LEN_15m"": 20, ""BB_LEN_1h"": 20, ""BB_LEN_4h"": 20, ""BB_LEN_D"": 20, ""BB_LONG_ENTRY_MAX"": 0.2, ""BB_SHORT_ENTRY_MIN"": 0.8, ""BB_STD_15m"": 2.0, ""BB_STD_1h"": 2.0, ""BB_STD_4h"": 2.0, ""BB_STD_D"": 2.0, ""BB_TOP_THRESHOLD"": 0.95, ""BREAKOUT_HTF_MIN_ALIGNED"": 1, ""BREAKOUT_MIN_HOLD_BARS"": 1, ""BREAKOUT_PATH_ENABLED"": false, ""BT_ALL_TF_AGAINST_CLOSE_ENABLED"": true, ""BT_DC_BB_D_BREAK_REVERSE_ENABLED"": true, ""BT_RIDICULOUS_HOLD_GUARD_ENABLED"": true, ""BT_RIDICULOUS_HOLD_HOURS"": 48.0, ""BT_RIDICULOUS_LOSS_PCT"": -15.0, ""BT_UNDERWATER_HEDGE_OR_CLOSE_ENABLED"": true, ""BT_WT15M_AGAINST_FORCE_HEDGE_ENABLED"": true, ""COOLDOWN_BARS_15m"": 3, ""CT_WT_VELOCITY_1H_MIN"": 0.0, ""DC_PERIOD_15m"": 20, ""DC_PERIOD_1h"": 20, ""DC_PERIOD_4h"": 20, ""DC_PERIOD_D"": 20, ""DIVERGENCE_BLOCK_ENABLED"": true, ""DIVERGENCE_LB"": 20, ""ENTRY_BB_EXTREME_BOUNCE_ENABLED"": true, ""ENTRY_BB_EXTREME_THRESHOLD"": 0.1, ""ENTRY_BB_SQUEEZE_LOOKBACK"": 20, ""ENTRY_BB_SQUEEZE_RATIO"": 1.5, ""ENTRY_BB_SQUEEZE_RELEASE_ENABLED"": true, ""ENTRY_EMA_FAST"": 9, ""ENTRY_EMA_MID"": 21, ""ENTRY_EMA_RIBBON_ENABLED"": true, ""ENTRY_EMA_SLOW"": 50, ""ENTRY_FVG_ENABLED"": true, ""ENTRY_LIQ_SWEEP_ENABLED"": true, ""ENTRY_LIQ_SWEEP_LOOKBACK"": 10, ""ENTRY_MODE"": ""or"", ""ENTRY_NR7_ENABLED"": true, ""ENTRY_NR_LOOKBACK"": 7, ""ENTRY_VOL_SPIKE_ENABLED"": true, ""ENTRY_VOL_SPIKE_LOOKBACK"": 20, ""ENTRY_VOL_SPIKE_RATIO"": 2.0, ""ENTRY_WILLR_ENABLED"": true, ""ENTRY_WILLR_LOOKBACK"": 14, ""ENTRY_WILLR_OB_THRESHOLD"": -15.0, ""ENTRY_WILLR_OS_THRESHOLD"": -85.0, ""ENTRY_WT_CROSS_EVENT_ENABLED"": true, ""ENTRY_WT_CROSS_LOOKBACK"": 3, ""EXIT_REQUIRE_BOTH"": false, ""EXIT_STRUCT_TF"": ""None"", ""EXIT_WT_ACCEL_ONLY"": false, ""FOLLOW_THROUGH_MIN_MOVE_PCT"": 0.05, ""FOLLOW_THROUGH_REENTRY_ENABLED"": false, ""FOLLOW_THROUGH_WINDOW_BARS"": 5, ""FUNDING_GATE_ENABLED"": false, ""FUNDING_GATE_LONG_MAX"": 0.0005, ""FUNDING_GATE_SHORT_MIN"": -0.0005, ""HARD_LOSS_PCT"": 0.5, ""HARD_LOSS_PCT_ENABLED"": true, ""HEDGE_CYCLES_ENABLED"": true, ""HEDGE_ENABLED"": true, ""HEDGE_HTF_VETO_ENABLED"": false, ""HEDGE_SIZE_FRAC"": 0.5, ""HEDGE_TRIGGER_GAIN_PCT"": -0.5, ""HEDGE_TRIGGER_GAIN_PCT_ENABLED"": false, ""HEDGE_WT_TF"": ""15m"", ""HEDGE_WT_TRIGGER"": true, ""HIER_DC_BAND_PCT"": 0.2, ""HIER_RZ_BOT_BB"": 0.15, ""HIER_RZ_TOP_BB"": 0.85, ""HIER_USE_W_M"": false, ""HIER_WT_DELTA_MIN"": 0.0, ""HIER_WT_VEL_MIN"": 0.0, ""HTF_TREND_VETO_ENABLED"": false, ""K3M_FLOOR"": 25.0, ""LONG_STRUCT_EXIT_TF"": ""D"", ""LTF"": ""5m"", ""MIN_HOLD_BARS_15m"": 5, ""MIN_TFS_AGREE"": 3, ""MIN_TFS_AGREE_ENTRY"": 3, ""MIN_TFS_AGREE_EXIT"": 2, ""MIN_TFS_AGREE_REENTRY"": 2, ""MODE"": ""tradier"", ""NOLOSS_ENABLED"": true, ""OI_GATE_ENABLED"": false, ""OI_GATE_OI_CHANGE_MIN"": -10.0, ""PARTIAL_PROFIT_LOCK_ARM_GAIN_PCT"": 0.75, ""PARTIAL_PROFIT_LOCK_BE_BUFFER_PCT"": 0.1, ""PARTIAL_PROFIT_LOCK_ENABLED"": false, ""PARTIAL_PROFIT_LOCK_FRAC"": 0.5, ""PARTIAL_PROFIT_LOCK_GAIN_PCT"": 1.0, ""PEAK_GIVEBACK_FIXED_DROP_PCT"": 0.5, ""PEAK_GIVEBACK_FIXED_MIN_PEAK_PCT"": 0.1, ""PEAK_GIVEBACK_FIXED_PCT_ENABLED"": false, ""PEAK_PROTECT_ENABLED"": true, ""PEAK_PROTECT_REQUIRE_GAIN"": true, ""PRICE_ACTION_LB"": 3, ""REENTRY_GR_HLHH_MODE"": ""OR"", ""REENTRY_GR_MIN_TFS"": 2, ""REENTRY_MEAN_REV_ENABLED"": false, ""REENTRY_MEAN_REV_TOLERANCE_PCT"": 0.3, ""REENTRY_MEAN_REV_WINDOW_BARS"": 10, ""REQUIRE_ABOVE_SMA50_D"": false, ""REQUIRE_D_TREND"": true, ""REQUIRE_W_TREND"": false, ""REVERSE_ON_EXIT_ENABLED"": false, ""RZ_CASCADE_AT_RZ_BAND_PCT"": 1.0, ""RZ_CASCADE_EXIT_ANY_TF"": true, ""RZ_CASCADE_EXIT_MIN_REV_TFS"": 2, ""RZ_CASCADE_HIGH_LOOKBACK"": 20, ""RZ_CASCADE_MIN_TF_ALIGN"": 1, ""RZ_CASCADE_REQUIRE_NEW_HIGH"": false, ""RZ_CASCADE_USE_W_M"": false, ""RZ_CASCADE_VEL_MIN"": 0.1, ""RZ_CASCADE_WT_DELTA_MIN"": 0.1, ""SHORT_STRUCT_EXIT_TF"": ""15m"", ""SPY_REGIME_BLOCK_LONGS_BELOW"": true, ""SPY_REGIME_BLOCK_SHORTS_ABOVE"": false, ""SPY_REGIME_GATE_ENABLED"": false, ""USE_BB_FILTER"": true, ""USE_DC_BREAK"": true, ""USE_PRICE_ACTION_ENTRY"": false, ""USE_RZ_CASCADE"": false, ""USE_V8_AGGREGATORS"": false, ""USE_WT_CROSS"": true, ""USE_WT_DC_HIERARCHY"": false, ""WT_ACCEL_GATE_ENABLED"": true, ""WT_ACCEL_GATE_TF"": ""1h"", ""WT_AVG_15m"": 21, ""WT_AVG_1h"": 21, ""WT_AVG_4h"": 21, ""WT_AVG_D"": 21, ""WT_CHAN_15m"": 10, ""WT_CHAN_1h"": 10, ""WT_CHAN_4h"": 10, ""WT_CHAN_D"": 10, ""X7_ABS_FLOOR_PCT"": -8.0, ""X7_FREEZE_BB_TF"": """", ""X7_FREEZE_DC_TF"": ""4h"", ""X7_FROZEN_DC_STOP_ENABLED"": false}"
COPX_LONG,-143.47697961132752,-53.8640803232731,43.68343195266272,61.93670704851513,,,"{""AUGMENT_ENABLED"": true, ""AUGMENT_LEVELS_PCT"": [1.0, 2.0, 3.0, 4.0], ""BB_AUTO_TUNE_ENABLED"": false, ""BB_AUTO_TUNE_LOOKBACK"": 100, ""BB_AUTO_TUNE_MAX_MULT"": 3.5, ""BB_AUTO_TUNE_MIN_MULT"": 1.5, ""BB_BOT_THRESHOLD"": 0.05, ""BB_LEN_15m"": 20, ""BB_LEN_1h"": 20, ""BB_LEN_4h"": 20, ""BB_LEN_D"": 20, ""BB_LONG_ENTRY_MAX"": 0.2, ""BB_SHORT_ENTRY_MIN"": 0.8, ""BB_STD_15m"": 2.0, ""BB_STD_1h"": 2.0, ""BB_STD_4h"": 2.0, ""BB_STD_D"": 2.0, ""BB_TOP_THRESHOLD"": 0.95, ""BREAKOUT_HTF_MIN_ALIGNED"": 1, ""BREAKOUT_MIN_HOLD_BARS"": 1, ""BREAKOUT_PATH_ENABLED"": false, ""BT_ALL_TF_AGAINST_CLOSE_ENABLED"": true, ""BT_DC_BB_D_BREAK_REVERSE_ENABLED"": true, ""BT_RIDICULOUS_HOLD_GUARD_ENABLED"": true, ""BT_RIDICULOUS_HOLD_HOURS"": 48.0, ""BT_RIDICULOUS_LOSS_PCT"": -15.0, ""BT_UNDERWATER_HEDGE_OR_CLOSE_ENABLED"": true, ""BT_WT15M_AGAINST_FORCE_HEDGE_ENABLED"": true, ""COOLDOWN_BARS_15m"": 3, ""CT_WT_VELOCITY_1H_MIN"": 0.0, ""DC_PERIOD_15m"": 20, ""DC_PERIOD_1h"": 20, ""DC_PERIOD_4h"": 20, ""DC_PERIOD_D"": 20, ""DIVERGENCE_BLOCK_ENABLED"": true, ""DIVERGENCE_LB"": 20, ""ENTRY_BB_EXTREME_BOUNCE_ENABLED"": true, ""ENTRY_BB_EXTREME_THRESHOLD"": 0.1, ""ENTRY_BB_SQUEEZE_LOOKBACK"": 20, ""ENTRY_BB_SQUEEZE_RATIO"": 1.5, ""ENTRY_BB_SQUEEZE_RELEASE_ENABLED"": true, ""ENTRY_EMA_FAST"": 9, ""ENTRY_EMA_MID"": 21, ""ENTRY_EMA_RIBBON_ENABLED"": true, ""ENTRY_EMA_SLOW"": 50, ""ENTRY_FVG_ENABLED"": true, ""ENTRY_LIQ_SWEEP_ENABLED"": true, ""ENTRY_LIQ_SWEEP_LOOKBACK"": 10, ""ENTRY_MODE"": ""or"", ""ENTRY_NR7_ENABLED"": true, ""ENTRY_NR_LOOKBACK"": 7, ""ENTRY_VOL_SPIKE_ENABLED"": true, ""ENTRY_VOL_SPIKE_LOOKBACK"": 20, ""ENTRY_VOL_SPIKE_RATIO"": 2.0, ""ENTRY_WILLR_ENABLED"": true, ""ENTRY_WILLR_LOOKBACK"": 14, ""ENTRY_WILLR_OB_THRESHOLD"": -15.0, ""ENTRY_WILLR_OS_THRESHOLD"": -85.0, ""ENTRY_WT_CROSS_EVENT_ENABLED"": true, ""ENTRY_WT_CROSS_LOOKBACK"": 3, ""EXIT_REQUIRE_BOTH"": false, ""EXIT_STRUCT_TF"": ""None"", ""EXIT_WT_ACCEL_ONLY"": false, ""FOLLOW_THROUGH_MIN_MOVE_PCT"": 0.05, ""FOLLOW_THROUGH_REENTRY_ENABLED"": false, ""FOLLOW_THROUGH_WINDOW_BARS"": 5, ""FUNDING_GATE_ENABLED"": false, ""FUNDING_GATE_LONG_MAX"": 0.0005, ""FUNDING_GATE_SHORT_MIN"": -0.0005, ""HARD_LOSS_PCT"": 0.5, ""HARD_LOSS_PCT_ENABLED"": true, ""HEDGE_CYCLES_ENABLED"": true, ""HEDGE_ENABLED"": true, ""HEDGE_HTF_VETO_ENABLED"": false, ""HEDGE_SIZE_FRAC"": 0.5, ""HEDGE_TRIGGER_GAIN_PCT"": -0.5, ""HEDGE_TRIGGER_GAIN_PCT_ENABLED"": false, ""HEDGE_WT_TF"": ""15m"", ""HEDGE_WT_TRIGGER"": true, ""HIER_DC_BAND_PCT"": 0.2, ""HIER_RZ_BOT_BB"": 0.15, ""HIER_RZ_TOP_BB"": 0.85, ""HIER_USE_W_M"": false, ""HIER_WT_DELTA_MIN"": 0.0, ""HIER_WT_VEL_MIN"": 0.0, ""HTF_TREND_VETO_ENABLED"": false, ""K3M_FLOOR"": 25.0, ""LONG_STRUCT_EXIT_TF"": ""D"", ""LTF"": ""5m"", ""MIN_HOLD_BARS_15m"": 5, ""MIN_TFS_AGREE"": 3, ""MIN_TFS_AGREE_ENTRY"": 3, ""MIN_TFS_AGREE_EXIT"": 2, ""MIN_TFS_AGREE_REENTRY"": 2, ""MODE"": ""tradier"", ""NOLOSS_ENABLED"": true, ""OI_GATE_ENABLED"": false, ""OI_GATE_OI_CHANGE_MIN"": -10.0, ""PARTIAL_PROFIT_LOCK_ARM_GAIN_PCT"": 0.75, ""PARTIAL_PROFIT_LOCK_BE_BUFFER_PCT"": 0.1, ""PARTIAL_PROFIT_LOCK_ENABLED"": false, ""PARTIAL_PROFIT_LOCK_FRAC"": 0.5, ""PARTIAL_PROFIT_LOCK_GAIN_PCT"": 1.0, ""PEAK_GIVEBACK_FIXED_DROP_PCT"": 0.5, ""PEAK_GIVEBACK_FIXED_MIN_PEAK_PCT"": 0.1, ""PEAK_GIVEBACK_FIXED_PCT_ENABLED"": false, ""PEAK_PROTECT_ENABLED"": true, ""PEAK_PROTECT_REQUIRE_GAIN"": true, ""PRICE_ACTION_LB"": 3, ""REENTRY_GR_HLHH_MODE"": ""OR"", ""REENTRY_GR_MIN_TFS"": 2, ""REENTRY_MEAN_REV_ENABLED"": false, ""REENTRY_MEAN_REV_TOLERANCE_PCT"": 0.3, ""REENTRY_MEAN_REV_WINDOW_BARS"": 10, ""REQUIRE_ABOVE_SMA50_D"": false, ""REQUIRE_D_TREND"": true, ""REQUIRE_W_TREND"": false, ""REVERSE_ON_EXIT_ENABLED"": false, ""RZ_CASCADE_AT_RZ_BAND_PCT"": 1.0, ""RZ_CASCADE_EXIT_ANY_TF"": true, ""RZ_CASCADE_EXIT_MIN_REV_TFS"": 2, ""RZ_CASCADE_HIGH_LOOKBACK"": 20, ""RZ_CASCADE_MIN_TF_ALIGN"": 1, ""RZ_CASCADE_REQUIRE_NEW_HIGH"": false, ""RZ_CASCADE_USE_W_M"": false, ""RZ_CASCADE_VEL_MIN"": 0.1, ""RZ_CASCADE_WT_DELTA_MIN"": 0.1, ""SHORT_STRUCT_EXIT_TF"": ""15m"", ""SPY_REGIME_BLOCK_LONGS_BELOW"": true, ""SPY_REGIME_BLOCK_SHORTS_ABOVE"": false, ""SPY_REGIME_GATE_ENABLED"": false, ""USE_BB_FILTER"": true, ""USE_DC_BREAK"": true, ""USE_PRICE_ACTION_ENTRY"": false, ""USE_RZ_CASCADE"": false, ""USE_V8_AGGREGATORS"": false, ""USE_WT_CROSS"": true, ""USE_WT_DC_HIERARCHY"": false, ""WT_ACCEL_GATE_ENABLED"": true, ""WT_ACCEL_GATE_TF"": ""1h"", ""WT_AVG_15m"": 21, ""WT_AVG_1h"": 21, ""WT_AVG_4h"": 21, ""WT_AVG_D"": 21, ""WT_CHAN_15m"": 10, ""WT_CHAN_1h"": 10, ""WT_CHAN_4h"": 10, ""WT_CHAN_D"": 10, ""X7_ABS_FLOOR_PCT"": -8.0, ""X7_FREEZE_BB_TF"": """", ""X7_FREEZE_DC_TF"": ""4h"", ""X7_FROZEN_DC_STOP_ENABLED"": false}"
ADBE_SHORT,,278.06,,,,TOP100_DD30_CAPPED_vec,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_PULL2_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""VWAP_BOUNCE_ENTRY_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
ADP_SHORT,,9.02,,,,TOP100_DD30_CAPPED_vec,{}
ALMU_LONG,,,,,,,{}
AXTI_SHORT,,,,,,,{}
BHP_LONG,,11.28,,,,TOP100_DD30_CAPPED_vec,{}
CAT_LONG,,85.43,,,,TOP100_DD30_CAPPED_vec,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_ENTRY_ENABLED"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
MSFT_SHORT,,38.91,,,,TOP100_DD30_CAPPED_vec,{}
RRC_SHORT,,11.94,,,,TOP100_DD30_CAPPED_vec,{}
BK_LONG,,84.27,,,,TOP100_DD30_CAPPED_vec,"{""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.0}"
COP_SHORT,,10.09,,,,TOP100_DD30_CAPPED_vec,{}
CRWD_LONG,,60.71,,,,TOP100_DD30_CAPPED_vec,{}
CTRA_LONG,,14.13,,,,TOP100_DD30_CAPPED_vec,{}
DE_LONG,,6.88,,,,TOP100_DD30_CAPPED_vec,{}
EPD_LONG,,2.95,,,,TOP100_DD30_CAPPED_vec,{}
ETH_SHORT,,8.46,,,,TOP100_DD30_CAPPED_vec,{}
HL_LONG,,8.18,,,,TOP100_DD30_CAPPED_vec,{}
IBM_LONG,,11.04,,,,TOP100_DD30_CAPPED_vec,{}
MA_LONG,,9.49,,,,TOP100_DD30_CAPPED_vec,{}
OXY_LONG,,61.68,,,,TOP100_DD30_CAPPED_vec,{}
PAAS_LONG,,26.16,,,,TOP100_DD30_CAPPED_vec,{}
PR_SHORT,,8.6,,,,TOP100_DD30_CAPPED_vec,{}
PYPL_SHORT,,8.76,,,,TOP100_DD30_CAPPED_vec,{}
RGLD_LONG,,12.71,,,,TOP100_DD30_CAPPED_vec,{}
RIO_LONG,,77.97,,,,TOP100_DD30_CAPPED_vec,{}
RS_LONG,,14.57,,,,TOP100_DD30_CAPPED_vec,{}
RS_SHORT,,7.48,,,,TOP100_DD30_CAPPED_vec,{}
SAP_SHORT,,22.12,,,,TOP100_DD30_CAPPED_vec,{}
SMG_SHORT,,27.43,,,,TOP100_DD30_CAPPED_vec,{}
SOL_SHORT,,10.77,,,,TOP100_DD30_CAPPED_vec,{}
XOM_LONG,,48.96,,,,TOP100_DD30_CAPPED_vec,{}
_meta,,,,,,,{}
