symbol_side,winning_tag,vectorized_sharpe,vectorized_trades,vectorized_gain_pct,sample_tag,cycle_id,ppl_enabled,ppl_gain_pct,ppl_arm_gain_pct,ppl_be_buffer_pct,ppl_frac,wt_3m_force_open,long_enabled,short_enabled,dc_long_enabled,dc_short_enabled,settings_stamp,raw_returns_count
1000BONKUSDC_LONG,vectorized_opt_1000BONKUSDC_1779680209,0.28201958537101746,161.0,,,,False,,,,,False,False,,,,,0
1000BONKUSDC_SHORT,vectorized_opt_1000BONKUSDC_1779680209,,,,,,False,,,,,False,,,,,,0
1000FLOKIUSDT_LONG,vectorized_opt_1000FLOKIUSDT_1779680216,0.24431747198104858,195.0,,,,False,,,,,False,True,,,,,0
1000FLOKIUSDT_SHORT,vectorized_opt_1000FLOKIUSDT_1779680216,,,,,,False,,,,,False,,,,,,0
1000LUNCUSDT_LONG,fotest_baseline_1000LUNCUSDT_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,True,,,,,0
1000LUNCUSDT_SHORT,vectorized_opt_1000LUNCUSDT_1779680228,0.2385532557964325,235.0,,,,False,,,,,False,,,,,,0
1000PEPEUSDC_LONG,vectorized_opt_1000PEPEUSDC_1779680240,0.2912224531173706,156.0,,,,False,,,,,False,,,,,,0
1000PEPEUSDC_SHORT,fotest_baseline_1000PEPEUSDC_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
1000SHIBUSDC_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
1INCHUSDT_LONG,vectorized_opt_1INCHUSDT_1779681479,0.2721405625343323,1528.0,,,,False,,,,,False,True,,,,,0
1INCHUSDT_SHORT,vectorized_opt_1INCHUSDT_1779681479,0.2721405625343323,1528.0,,,,False,,,,,False,,True,,,,0
1MBABYDOGEUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
AAPL_LONG,N/A,,,,,,False,,,,,False,,,,,,0
AAPL_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
AAVEUSDC_LONG,fotest_baseline_AAVEUSDC_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,False,,,,,0
ABT_LONG,RULE_A_on_LONG,,,,,,False,,,,,False,True,False,True,False,,8
ABT_SHORT,R1R2_strict_SHORT,,,,,,False,,,,,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,36
ACEUSDT_LONG,vectorized_opt_ACEUSDT_1779681486,0.15443123877048492,151.0,,,,False,,,,,False,,,,,,0
ACEUSDT_SHORT,vectorized_opt_ACEUSDT_1779681486,0.15443123877048492,0.0,,NO_TRADES,,False,,,,,False,,False,,,,0
ACN_SHORT,NOLOSS_WT5of5_SHORT,,,,NO_TRADES,,False,,,,,False,False,False,False,True,,25
ACTUSDT_SHORT,fotest_baseline_ACTUSDT_SHORT_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ADAUSDC_LONG,vectorized_opt_ADAUSDC_1779682753,0.3119770288467407,1470.0,,,,False,,,,,False,True,,,,,0
ADAUSDC_SHORT,vectorized_opt_ADAUSDC_1779682753,,,,,,False,,,,,False,,,,,,0
ADBE_SHORT,RULE_A_on_SHORT,,,,,,False,,,,,False,False,True,False,True,,11
AEM_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
AGCO_SHORT,R1R2_strict_SHORT,,,,,,False,,,,,False,False,False,False,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,10
AGI_SHORT,PPL_v2_tight_SHORT,,,,,,True,0.3,0.5,0.02,0.625,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,52
AGLDUSDT_SHORT,fotest_baseline_AGLDUSDT_SHORT_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
AG_SHORT,R1R2_strict_SHORT,,,,,,False,,,,,False,False,False,False,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,56
AIAUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
ALB_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
ALGOUSDT_LONG,vectorized_opt_ALGOUSDT_1779683988,0.23247525095939636,1505.0,,,,False,,,,,False,True,,,,,0
ALGOUSDT_SHORT,fotest_baseline_ALGOUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
ALTUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,False,,,,0
AMAT_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
AMD_LONG,fotest_baseline_AMD_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
AMZN_LONG,PPL_v2_tight_LONG,,,,,,True,0.3,0.5,0.02,0.625,False,True,False,True,False,,24
AMZN_SHORT,BEST_PPL_v2_loose,,,,DISCARD,20260522_024059,True,0.6,0.9,0.05,0.5,False,,False,,,,0
ANKRUSDT_LONG,crypto_all_ANKRUSDT_2026-05-03,0.30199287616100806,52.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
ANKRUSDT_SHORT,crypto_all_ANKRUSDT_2026-05-03,0.30199287616100806,52.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
APEUSDT_LONG,N/A,,,,,,False,,,,,False,True,,,,,0
APEUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
API3USDT_SHORT,fotest_baseline_API3USDT_SHORT_2026-07-08,0.03283108258670481,164.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ARBUSDC_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,False,,,,0
ARKMUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,False,,,,0
ARM_LONG,PPL_v2_loose_LONG,,,,,,True,0.6,0.9,0.05,0.5,False,True,False,True,False,,40
ARM_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
ARPAUSDT_LONG,vectorized_opt_ARPAUSDT_1779684000,0.3207906484603882,153.0,,,,False,,,,,False,,,,,,0
ARPAUSDT_SHORT,fotest_baseline_ARPAUSDT_SHORT_2026-07-08,-0.1040461549218151,244.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
ARUSDT_LONG,vectorized_opt_ARUSDT_1779684008,0.24291092157363892,162.0,,,,False,,,,,False,True,,,,,0
ARUSDT_SHORT,fotest_baseline_ARUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
AR_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
AR_SHORT,BEST_NOLOSS_WT5of5,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
ASTERUSDT_LONG,fotest_baseline_ASTERUSDT_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
ASTS_LONG,fotest_baseline_ASTS_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
ASTS_SHORT,PPL_v2_tight_SHORT,,,,,,True,0.3,0.5,0.02,0.625,False,False,True,False,True,,45
ATOMUSDT_LONG,vectorized_opt_ATOMUSDT_1779685106,0.25269949436187744,1483.0,,,,False,,,,,False,False,,,,,0
ATOMUSDT_SHORT,vectorized_opt_ATOMUSDT_1779685106,0.25269949436187744,1483.0,,,,False,,,,,False,,False,,,,0
AU_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
AVAXUSDC_LONG,crypto_all_AVAXUSDC_2026-05-03,0.18514207357971219,30.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
AVAXUSDC_SHORT,crypto_all_AVAXUSDC_2026-05-03,0.18514207357971219,30.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
AVGO_LONG,RULE_A_on_LONG,,,,,,False,,,,,False,True,False,True,False,,7
AVGO_SHORT,baseline,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
AWEUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
AXON_SHORT,NOLOSS_WT5of5_SHORT,,,,,,False,,,,,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,32
AXSUSDT_LONG,fotest_baseline_AXSUSDT_LONG_2026-07-08,-0.0973904067246037,48.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
AXSUSDT_SHORT,crypto_all_AXSUSDT_2026-05-03,,,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
AXTI_LONG,N/A,,,,NO_TRADES,,False,,,,,False,True,,,,,0
A_LONG,fotest_baseline_A_LONG_2026-07-07,,,,NO_TRADES,,False,,,,,False,True,,,,,0
BANDUSDT_LONG,crypto_all_BANDUSDT_2026-05-02,0.24550960218538842,255.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
BANDUSDT_SHORT,fotest_baseline_BANDUSDT_SHORT_2026-07-08,-0.5609607724964079,236.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
BATUSDT_LONG,crypto_all_BATUSDT_2026-05-03,0.3013934666904594,64.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
BATUSDT_SHORT,fotest_baseline_BATUSDT_SHORT_2026-07-08,-0.264470049733423,265.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
BCHUSDC_SHORT,fotest_baseline_BCHUSDC_SHORT_2026-07-08,-0.5009386548354191,234.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
BEAMXUSDT_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
BEATUSDT_LONG,fotest_baseline_BEATUSDT_LONG_2026-07-07,0.9290658603796725,95.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
BELUSDT_LONG,crypto_all_BELUSDT_2026-05-02,0.1761771000457619,313.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
BELUSDT_SHORT,crypto_all_BELUSDT_2026-05-02,0.1761771000457619,313.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
BG_LONG,baseline,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
BG_SHORT,BEST_PPL_v2_tight,,,,BELOW_THRESHOLD,20260522_023833,True,0.3,0.5,0.02,0.625,False,,,,,,0
BHP_SHORT,R1R2_strict_SHORT,0.3249,40.0,6.2649,,,False,,,,,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,40
BIOUSDC_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
BK_LONG,N/A,,,,,,False,,,,,False,,,,,,0
BLURUSDT_LONG,fotest_baseline_BLURUSDT_LONG_2026-07-08,0.19004755313154473,124.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
BLURUSDT_SHORT,N/A,,,,,,False,,,,,False,,False,,,,0
BNBUSDC_LONG,flz8_BNBUSDC_2026-05-03,,,,FLZ8,,False,,,,,False,True,,,,,0
BNBUSDC_SHORT,flz8_BNBUSDC_2026-05-03,,,,FLZ8,,False,,,,,False,,True,,,,0
BNO_LONG,fotest_baseline_BNO_LONG_2026-07-07,,,,NO_TRADES,20260522_023833,False,,,,,False,True,,,,,0
BNO_SHORT,baseline,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
BOMEUSDC_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
BOTZ_LONG,fotest_baseline_BOTZ_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
BOTZ_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
BSVUSDT_LONG,fotest_baseline_BSVUSDT_LONG_2026-07-08,0.7952577160869684,122.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
BTCDOMUSDT_LONG,flz8_BTCDOMUSDT_2026-05-03,0.522795924381359,0.0,,NO_TRADES,,False,,,,,False,False,,,,,0
BTCDOMUSDT_SHORT,flz8_BTCDOMUSDT_2026-05-03,0.5531243942978693,19441.0,,FLZ8,,False,,,,,False,,False,,,,0
BTCUSDC_LONG,fotest_baseline_BTCUSDC_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
BTCUSDC_SHORT,fotest_baseline_BTCUSDC_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
BTCUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
C98USDT_LONG,crypto_all_C98USDT_2026-05-03,0.1924404122452707,196.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
C98USDT_SHORT,crypto_all_C98USDT_2026-05-03,0.1924404122452707,196.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
CAKEUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
CAT_LONG,fotest_baseline_CAT_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,True,,,,,0
CDE_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
CDW_LONG,N/A,,,,,,False,,,,,False,,,,,,0
CDW_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
CELOUSDT_SHORT,fotest_baseline_CELOUSDT_SHORT_2026-07-08,-0.09383600396017483,303.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
CELRUSDT_LONG,crypto_all_CELRUSDT_2026-05-02,0.31972140146081635,80.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
CELRUSDT_SHORT,crypto_all_CELRUSDT_2026-05-02,0.31972140146081635,80.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
CF_LONG,fotest_baseline_CF_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,20260522_023833,True,0.6,0.9,0.05,0.5,False,True,,,,,0
CF_SHORT,BEST_NOLOSS_WT5of5,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
CHILLGUYUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
CHRD_LONG,fotest_baseline_CHRD_LONG_2026-07-07,,,,NO_TRADES,,False,,,,,False,True,,,,,0
CHRUSDT_LONG,crypto_all_CHRUSDT_2026-05-03,0.24037453159858346,123.0,,CRYPTO_ALL,,False,,,,,False,False,,,,,0
CHRUSDT_SHORT,crypto_all_CHRUSDT_2026-05-03,0.24037453159858346,123.0,,CRYPTO_ALL,,False,,,,,False,,False,,,,0
CIBR_LONG,fotest_baseline_CIBR_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,True,,,,,0
CIEN_LONG,N/A,,,,NO_TRADES,,False,,,,,False,True,,,,,0
CIEN_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
CLF_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
CLX_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
CMC_LONG,N/A,,,,,,False,,,,,False,,,,,,0
CMC_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
COE_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
COMPUSDT_LONG,crypto_all_COMPUSDT_2026-05-02,0.20557486711473102,263.0,,CRYPTO_ALL,,False,,,,,False,False,,,,,0
COMPUSDT_SHORT,fotest_baseline_COMPUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
COPX_LONG,R1R2_strict_LONG,-0.0682,52.0,0.7931,,,False,,,,,False,False,False,False,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,52
COP_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
COP_SHORT,baseline,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
COTIUSDT_LONG,crypto_all_COTIUSDT_2026-05-03,0.2405909875114772,214.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
COTIUSDT_SHORT,crypto_all_COTIUSDT_2026-05-03,0.2405909875114772,214.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
CRK_LONG,BEST_NOLOSS_WT5of5,,,,DISCARD,20260522_023833,False,,,,,False,False,,,,,0
CRK_SHORT,baseline,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
CRVUSDC_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
CRWD_LONG,fotest_baseline_CRWD_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,False,True,False,,6
CRWD_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
CRWV_LONG,BEST_PPL_v2_tight,,,,DISCARD,20260522_023833,True,0.3,0.5,0.02,0.625,False,False,,,,,0
CRWV_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
CTRA_LONG,BEST_PPL_v2_tight,,,,DISCARD,20260522_023833,True,0.3,0.5,0.02,0.625,False,False,,,,,0
CTRA_SHORT,baseline,,,,FULL,20260522_023833,False,,,,,False,,,,,,0
DAR_LONG,fotest_baseline_DAR_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
DAR_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
DASHUSDT_SHORT,fotest_baseline_DASHUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
DELL_LONG,PPL_v2_tight_LONG,0.3001,60.0,10.2537,,,True,0.3,0.5,0.02,0.625,False,True,False,True,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,60
DE_SHORT,PPL_v2_tight_SHORT,-0.0462,33.0,11.9361,,,True,0.3,0.5,0.02,0.625,False,False,False,False,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,33
DHR_LONG,NOLOSS_WT5of5_LONG,,,,,,False,,,,,False,True,False,True,False,,18
DHR_SHORT,baseline,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
DINO_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
DINO_SHORT,BEST_PPL_v2_loose,,,,DISCARD,20260522_023833,True,0.6,0.9,0.05,0.5,False,,False,,,,0
DIS_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
DOGEUSDC_LONG,flz8_DOGEUSDC_2026-05-03,0.35260360703750354,30281.0,,FLZ8,,False,,,,,False,False,,,,,0
DOGEUSDC_SHORT,fotest_baseline_DOGEUSDC_SHORT_2026-07-08,0.024726983398389267,315.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
DOTUSDT_LONG,crypto_all_DOTUSDT_2026-05-03,0.2664625176406558,335.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
DOTUSDT_SHORT,fotest_baseline_DOTUSDT_SHORT_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
DUOL_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
DVN_LONG,BEST_PPL_v2_tight,,,,DISCARD,20260522_024059,True,0.3,0.5,0.02,0.625,False,False,,,,,0
DVN_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
EDUUSDT_SHORT,fotest_baseline_EDUUSDT_SHORT_2026-07-08,-0.14746824601411299,175.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
EGLDUSDT_LONG,crypto_all_EGLDUSDT_2026-05-02,0.30373653018627983,409.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
EGLDUSDT_SHORT,fotest_baseline_EGLDUSDT_SHORT_2026-07-08,-0.2584721801851952,342.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
EGLE_LONG,baseline,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
EGLE_SHORT,baseline,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
EGO_SHORT,PPL_v2_loose_SHORT,0.0978,40.0,22.9675,,,True,0.6,0.9,0.05,0.5,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,40
EIGENUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
ENAUSDC_SHORT,fotest_baseline_ENAUSDC_SHORT_2026-07-08,0.10683187858741389,327.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ENJUSDT_LONG,crypto_all_ENJUSDT_2026-05-03,0.10234569148060725,73.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
ENJUSDT_SHORT,crypto_all_ENJUSDT_2026-05-03,0.10234569148060725,73.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
ENSUSDT_SHORT,fotest_baseline_ENSUSDT_SHORT_2026-07-08,0.5165961330303235,144.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
EOG_LONG,BEST_PPL_v2_tight,,,,DISCARD,20260522_023833,True,0.3,0.5,0.02,0.625,False,False,,,,,0
EOG_SHORT,BEST_RULE_A_on,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
EPD_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
EPD_SHORT,BEST_RULE_A_on,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
EQT_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
EQT_SHORT,baseline,,,,FULL,20260522_023833,False,,,,,False,,,,,,0
ETCUSDT_LONG,fotest_baseline_ETCUSDT_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,False,,,,,0
ETCUSDT_SHORT,crypto_all_ETCUSDT_2026-05-03,0.23332853183410263,24.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
ETHFIUSDC_LONG,fotest_baseline_ETHFIUSDC_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
ETHUSDC_LONG,fotest_baseline_ETHUSDC_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
ETHUSDC_SHORT,fotest_baseline_ETHUSDC_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
EXEL_LONG,PPL_v2_loose_LONG,-0.2442,22.0,7.5449,,,True,0.6,0.9,0.05,0.5,False,False,False,False,False,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,22
FANG_LONG,fotest_baseline_FANG_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,20260522_023833,False,,,,,False,False,,,,,0
FANG_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
FARTCOINUSDT_LONG,N/A,,,,,,False,,,,,False,True,,,,,0
FARTCOINUSDT_SHORT,fotest_baseline_FARTCOINUSDT_SHORT_2026-07-08,-0.29318377419445085,321.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
FCN_SHORT,PPL_v2_tight_SHORT,0.1383,27.0,10.2977,,,True,0.3,0.5,0.02,0.625,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,27
FCX_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
FIDAUSDT_LONG,N/A,,,,,,False,,,,,False,True,,,,,0
FILUSDC_SHORT,fotest_baseline_FILUSDC_SHORT_2026-07-08,0.060652458385005235,261.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
FIVN_LONG,RULE_A_on_LONG,,,,,,False,,,,,False,True,False,True,False,,10
FNV_SHORT,R1R2_strict_SHORT,,,,,,False,,,,,False,False,True,False,True,eng:c6b8095f94+tm:42bc5b534c+wdd:1c8b4a8358+cfgt:cfcdca3628,24
GALAUSDT_SHORT,fotest_baseline_GALAUSDT_SHORT_2026-07-08,0.10392846249639386,318.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
GASUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
GDX_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
GLD_LONG,RULE_A_on_LONG,,,,,,False,,,,,False,True,False,True,False,,9
GMTUSDT_SHORT,fotest_baseline_GMTUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
GM_LONG,fotest_baseline_GM_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,False,True,False,,5
GM_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
GOOGLUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
GOOGLUSDT_SHORT,N/A,,,,,,False,,,,,False,,True,,,,0
GOOGL_LONG,fotest_baseline_GOOGL_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,False,True,False,,6
GOOGL_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
GRASSUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
GRTUSDT_LONG,crypto_all_GRTUSDT_2026-05-03,0.39509863774268894,82.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
GRTUSDT_SHORT,fotest_baseline_GRTUSDT_SHORT_2026-07-08,-0.10622598846485387,307.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
GTCUSDT_LONG,crypto_all_GTCUSDT_2026-05-03,0.18314662661664102,369.0,,CRYPTO_ALL,,False,,,,,False,,,,,,0
GTCUSDT_SHORT,crypto_all_GTCUSDT_2026-05-03,0.18314662661664102,369.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
HAO_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
HBARUSDC_LONG,N/A,,,,,,False,,,,,False,True,,,,,0
HBARUSDC_SHORT,fotest_baseline_HBARUSDC_SHORT_2026-07-08,0.141774934263774,271.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
HII_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,True,,,,0
HL_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
