switch,quickconfig_declared,vector_read,vector_causal_read,live_declared,live_read,exact_semantics,status,semantic_contract,executable_test,adapter_equivalent_names,vector_read_sites,vector_causal_read_sites,vector_synthetic_read_sites,live_read_sites,live_declaration_sites
MANDATORY_HEDGE_HARD_THRESHOLD_PCT,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""MANDATORY_HEDGE_HARD_THRESHOLD_PCT""]",[],[],[],[],"[""config.py:2020"",""config_tradier.py:3605""]"
MANDATORY_HEDGE_ON_NEGATIVE_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""MANDATORY_HEDGE_ON_NEGATIVE_ENABLED""]",[],[],[],[],"[""config.py:2019"",""config_tradier.py:3339""]"
MANDATORY_PRICE_CROSS_EPQ_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_PRICE_CROSS_EPQ_ENABLED""]",[],[],[],"[""ez_manage.py:52397:getattr"",""tradier_manage.py:27252:_cfg""]","[""config.py:130""]"
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS""]",[],[],[],"[""ez_positions_quick.py:3133:getattr""]","[""config.py:2958""]"
MANDATORY_REENTRY_DC4_WINDOW_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MANDATORY_REENTRY_DC4_WINDOW_MIN""]","[""v12_quick_engine.py:10866:getattr""]",[],"[""v12_quick_engine.py:10866:getattr""]","[""tradier_manage.py:21923:_cfg_auto""]","[""config.py:4549"",""config_tradier.py:2710""]"
MANDATORY_REENTRY_K_HIGH_BLOCK,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_K_HIGH_BLOCK""]",[],[],[],"[""ez_positions_quick.py:3131:getattr""]","[""config.py:2956""]"
MANDATORY_REENTRY_K_LOW_BLOCK,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_K_LOW_BLOCK""]",[],[],[],"[""ez_positions_quick.py:3132:getattr""]","[""config.py:2957""]"
MANDATORY_REENTRY_MIN_WT_AGREE,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_MIN_WT_AGREE""]",[],[],[],[],"[""config.py:2954""]"
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME""]",[],[],[],"[""ez_positions_quick.py:3130:getattr""]","[""config.py:2955""]"
MANDATORY_REENTRY_WT_FILTER_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MANDATORY_REENTRY_WT_FILTER_ENABLED""]","[""v12_quick_engine.py:15486:getattr""]","[""v12_quick_engine.py:15486:getattr""]",[],"[""tradier_manage.py:8725:_cfg_auto""]","[""config.py:4550"",""config_tradier.py:2640""]"
MANDATORY_REENTRY_WT_FILTER_MIN_TFS,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_WT_FILTER_MIN_TFS""]",[],[],[],"[""tradier_manage.py:8727:_cfg_auto""]","[""config.py:4551"",""config_tradier.py:2642""]"
MANDATORY_REENTRY_WT_FILTER_MIN_VELOCITY,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_WT_FILTER_MIN_VELOCITY""]",[],[],[],"[""tradier_manage.py:8730:_cfg_auto""]","[""config.py:4552"",""config_tradier.py:2645""]"
MANDATORY_REENTRY_WT_FILTER_REQUIRE_FLIP,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_WT_FILTER_REQUIRE_FLIP""]",[],[],[],"[""tradier_manage.py:8728:_cfg_auto""]","[""config.py:4553"",""config_tradier.py:2643""]"
MANDATORY_REENTRY_WT_FILTER_TF_MODE,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_WT_FILTER_TF_MODE""]",[],[],[],"[""tradier_manage.py:8726:_cfg_auto""]","[""config.py:4554"",""config_tradier.py:2641""]"
MANDATORY_REENTRY_WT_FILTER_VELOCITY_RATIO,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MANDATORY_REENTRY_WT_FILTER_VELOCITY_RATIO""]",[],[],[],"[""tradier_manage.py:8729:_cfg_auto""]","[""config.py:4555"",""config_tradier.py:2644""]"
MARKET_QUALITY_SCORE_ENABLED_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MARKET_QUALITY_SCORE_ENABLED_TRADIER""]","[""v12_quick_engine.py:13735:getattr""]",[],"[""v12_quick_engine.py:13735:getattr""]","[""tradier_manage.py:13438:_cfg_auto""]","[""config.py:5466"",""config_tradier.py:1431""]"
MAX_AUGMENTS_PER_POSITION,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MAX_AUGMENTS_PER_POSITION""]",[],[],[],"[""ez_manage.py:18966:getattr""]","[""config.py:110"",""config_tradier.py:2466""]"
MAX_CONCURRENT_POSITIONS,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MAX_CONCURRENT_POSITIONS""]","[""v12_quick_engine.py:12883:getattr""]",[],"[""v12_quick_engine.py:12883:getattr""]","[""tradier_manage.py:10645:_cfg_auto""]","[""config.py:4561"",""config_tradier.py:1345""]"
MAX_DAILY_LOSS_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MAX_DAILY_LOSS_PCT""]","[""v12_quick_engine.py:13739:getattr""]",[],"[""v12_quick_engine.py:13739:getattr""]","[""tradier_manage.py:21449:_cfg_auto""]","[""config.py:4562"",""config_tradier.py:1354""]"
MAX_ORDER_VALUE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MAX_ORDER_VALUE""]","[""v12_quick_engine.py:13746:getattr""]",[],"[""v12_quick_engine.py:13746:getattr""]","[""ez_manage.py:22168:attribute"",""ez_manage.py:22749:attribute"",""ez_manage.py:22839:attribute"",""ez_manage.py:27484:attribute"",""ez_manage.py:28139:getattr"",""ez_manage.py:36063:attribute"",""ez_manage.py:38066:attribute"",""ez_manage.py:5763:attribute"",""tradier_manage.py:10838:attribute"",""tradier_manage.py:17834:_cfg_auto"",""tradier_manage.py:22947:_cfg"",""tradier_manage.py:22952:attribute""]","[""config.py:84"",""config_tradier.py:128""]"
MAX_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MAX_POSITION_SIZE""]","[""v12_quick_engine.py:12889:getattr""]",[],"[""v12_quick_engine.py:12889:getattr""]","[""ez_manage.py:36672:getattr"",""ez_manage.py:46524:attribute"",""ez_manage.py:5755:attribute"",""ez_positions_quick.py:10174:attribute"",""tradier_manage.py:17836:_cfg_auto"",""tradier_manage.py:17837:_cfg_auto""]","[""config.py:79"",""config_tradier.py:95""]"
MAX_SYMBOL_VALUE_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MAX_SYMBOL_VALUE_TRADIER""]","[""v12_quick_engine.py:13753:getattr""]",[],"[""v12_quick_engine.py:13753:getattr""]","[""tradier_manage.py:16940:_cfg_auto"",""tradier_manage.py:16963:_cfg_auto"",""tradier_manage.py:17058:_cfg_auto"",""tradier_manage.py:20024:_cfg_auto""]","[""config.py:4563"",""config_tradier.py:1304""]"
MFI_ENTRY_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_ENTRY_ENABLED""]","[""v12_quick_engine.py:8193:attribute""]","[""v12_quick_engine.py:8193:attribute""]",[],"[""tradier_manage.py:11513:_cfg"",""tradier_manage.py:22383:_cfg_auto""]","[""config.py:4564"",""config_tradier.py:607""]"
MFI_ENTRY_LONG_MAX,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_ENTRY_LONG_MAX""]","[""v12_quick_engine.py:8194:attribute""]","[""v12_quick_engine.py:8194:attribute""]",[],"[""tradier_manage.py:11517:_cfg"",""tradier_manage.py:11518:_cfg""]","[""config.py:4565"",""config_tradier.py:3073""]"
MFI_ENTRY_SHORT_MIN,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_ENTRY_SHORT_MIN""]","[""v12_quick_engine.py:8195:attribute""]","[""v12_quick_engine.py:8195:attribute""]",[],"[""tradier_manage.py:11521:_cfg"",""tradier_manage.py:11522:_cfg""]","[""config.py:4566"",""config_tradier.py:3074""]"
MFI_FLIP_EXIT_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_FLIP_EXIT_ENABLED""]","[""v12_quick_engine.py:12188:getattr"",""v12_quick_engine.py:8851:attribute""]","[""v12_quick_engine.py:8851:attribute""]","[""v12_quick_engine.py:12188:getattr""]","[""tradier_manage.py:11927:_cfg"",""tradier_manage.py:15300:_cfg""]","[""config.py:4567"",""config_tradier.py:1427""]"
MFI_FLIP_EXIT_LONG_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_FLIP_EXIT_LONG_THRESHOLD""]","[""v12_quick_engine.py:12192:getattr"",""v12_quick_engine.py:8852:attribute""]","[""v12_quick_engine.py:8852:attribute""]","[""v12_quick_engine.py:12192:getattr""]","[""tradier_manage.py:11928:_cfg"",""tradier_manage.py:15301:_cfg""]","[""config.py:4568"",""config_tradier.py:1428""]"
MFI_FLIP_EXIT_SHORT_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MFI_FLIP_EXIT_SHORT_THRESHOLD""]","[""v12_quick_engine.py:12199:getattr"",""v12_quick_engine.py:8853:attribute""]","[""v12_quick_engine.py:8853:attribute""]","[""v12_quick_engine.py:12199:getattr""]","[""tradier_manage.py:11933:_cfg"",""tradier_manage.py:15302:_cfg""]","[""config.py:4569"",""config_tradier.py:1429""]"
MFI_LONG_THRESHOLD_D,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MFI_LONG_THRESHOLD_D""]",[],[],[],"[""tradier_manage.py:22385:_cfg_auto"",""tradier_manage.py:22386:attribute""]","[""config.py:4570"",""config_tradier.py:608""]"
MICRO_SCALP_STOCKS_GAIN_THRESHOLD_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MICRO_SCALP_STOCKS_GAIN_THRESHOLD_PCT""]","[""v12_quick_engine.py:10873:getattr""]",[],"[""v12_quick_engine.py:10873:getattr""]","[""tradier_manage.py:8236:_cfg_auto""]","[""config.py:4572"",""config_tradier.py:678""]"
MICRO_SCALP_STOCKS_MAKER_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MICRO_SCALP_STOCKS_MAKER_ENABLED""]",[],[],[],"[""tradier_manage.py:8228:_cfg_auto""]","[""config.py:4573"",""config_tradier.py:676""]"
MICRO_SCALP_STOCKS_PEAK_FLOOR_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MICRO_SCALP_STOCKS_PEAK_FLOOR_PCT""]","[""v12_quick_engine.py:10880:getattr""]",[],"[""v12_quick_engine.py:10880:getattr""]","[""tradier_manage.py:8237:_cfg_auto""]","[""config.py:4574"",""config_tradier.py:679""]"
MICRO_SCALP_USDC_MAKER_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MICRO_SCALP_USDC_MAKER_ENABLED""]",[],[],[],"[""ez_manage.py:42725:getattr"",""ez_manage.py:43276:getattr""]","[""config.py:692""]"
MINERVINI_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_ENABLED""]","[""v12_quick_engine.py:13760:getattr""]",[],"[""v12_quick_engine.py:13760:getattr""]","[""tradier_manage.py:24953:_cfg_auto""]","[""config.py:4576"",""config_tradier.py:1818""]"
MINERVINI_GATE_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_GATE_ENABLED""]","[""v12_quick_engine.py:13764:getattr""]",[],"[""v12_quick_engine.py:13764:getattr""]","[""tradier_manage.py:11938:_cfg""]","[""config.py:4577"",""config.py:5836"",""config_tradier.py:3125""]"
MINERVINI_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_LONG_BUDGET""]","[""v12_quick_engine.py:12895:getattr""]",[],"[""v12_quick_engine.py:12895:getattr""]","[""tradier_manage.py:24966:_cfg_auto""]","[""config.py:4578"",""config_tradier.py:1823""]"
MINERVINI_MAX_HOLD_DAYS,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_MAX_HOLD_DAYS""]","[""v12_quick_engine.py:13768:getattr""]",[],"[""v12_quick_engine.py:13768:getattr""]","[""tradier_manage.py:24993:_cfg_auto""]","[""config.py:4579"",""config_tradier.py:1821""]"
MINERVINI_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_POSITION_SIZE""]","[""v12_quick_engine.py:12901:getattr""]",[],"[""v12_quick_engine.py:12901:getattr""]","[""tradier_manage.py:24964:_cfg_auto""]","[""config.py:4582"",""config_tradier.py:1819""]"
MINERVINI_TARGET_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MINERVINI_TARGET_PCT""]","[""v12_quick_engine.py:13775:getattr""]",[],"[""v12_quick_engine.py:13775:getattr""]","[""tradier_manage.py:24994:_cfg_auto""]","[""config.py:4583"",""config_tradier.py:1822""]"
MIN_EXIT_TF_AGAINST_TRADIER,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MIN_EXIT_TF_AGAINST_TRADIER""]",[],[],[],"[""tradier_manage.py:16125:_cfg""]","[""config.py:4584"",""config_tradier.py:1219""]"
MIN_GAIN,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MIN_GAIN""]",[],[],[],"[""ez_manage.py:16618:attribute"",""ez_manage.py:16621:attribute"",""ez_manage.py:16714:attribute"",""ez_manage.py:16717:attribute"",""ez_manage.py:18897:getattr"",""ez_manage.py:18915:getattr"",""ez_manage.py:18917:getattr"",""ez_manage.py:19199:getattr"",""ez_manage.py:19627:attribute"",""ez_manage.py:20099:getattr"",""ez_manage.py:20171:attribute"",""ez_manage.py:20193:attribute"",""ez_manage.py:20196:attribute"",""ez_manage.py:20207:attribute"",""ez_manage.py:21464:attribute"",""ez_manage.py:21466:attribute"",""ez_manage.py:21470:attribute"",""ez_manage.py:21474:attribute"",""ez_manage.py:21476:attribute"",""ez_manage.py:21480:attribute"",""ez_manage.py:21730:attribute"",""ez_manage.py:21996:attribute"",""ez_manage.py:22002:attribute"",""ez_manage.py:22008:attribute"",""ez_manage.py:22014:attribute"",""ez_manage.py:22076:attribute"",""ez_manage.py:22105:getattr"",""ez_manage.py:22684:attribute"",""ez_manage.py:22686:attribute"",""ez_manage.py:22788:attribute"",""ez_manage.py:22869:attribute"",""ez_manage.py:22885:attribute"",""ez_manage.py:22887:attribute"",""ez_manage.py:22890:attribute"",""ez_manage.py:22894:attribute"",""ez_manage.py:22899:attribute"",""ez_manage.py:25534:getattr"",""ez_manage.py:25903:getattr"",""ez_manage.py:26028:getattr"",""ez_manage.py:26249:getattr"",""ez_manage.py:26312:getattr"",""ez_manage.py:27365:getattr"",""ez_manage.py:28119:attribute"",""ez_manage.py:28122:attribute"",""ez_manage.py:32254:getattr"",""ez_manage.py:33553:getattr"",""ez_manage.py:33690:attribute"",""ez_manage.py:34083:attribute"",""ez_manage.py:37796:attribute"",""ez_manage.py:46456:attribute"",""ez_manage.py:47149:attribute"",""ez_manage.py:47153:attribute"",""ez_manage.py:47157:attribute"",""ez_manage.py:47163:attribute"",""ez_manage.py:47671:attribute"",""ez_manage.py:47673:attribute"",""ez_manage.py:50653:getattr"",""ez_positions_quick.py:12174:getattr"",""ez_positions_quick.py:12410:getattr"",""ez_positions_quick.py:12826:getattr"",""ez_positions_quick.py:12854:getattr"",""ez_positions_quick.py:12869:getattr"",""ez_positions_quick.py:13166:attribute"",""ez_positions_quick.py:13170:attribute"",""ez_positions_quick.py:13212:attribute"",""ez_positions_quick.py:14480:getattr"",""ez_positions_quick.py:14789:attribute"",""ez_positions_quick.py:14799:attribute"",""ez_positions_quick.py:15048:getattr"",""ez_positions_quick.py:15746:getattr"",""ez_positions_quick.py:17261:getattr"",""ez_positions_quick.py:4245:attribute"",""ez_positions_quick.py:4246:attribute"",""ez_positions_quick.py:4247:attribute"",""ez_positions_quick.py:4270:attribute"",""ez_positions_quick.py:5051:getattr"",""tradier_manage.py:17261:_cfg_auto"",""tradier_manage.py:20115:_cfg_auto""]","[""config.py:102"",""config_tradier.py:1347""]"
MIN_GAIN_TO_BUY_AGGRESSIVELY,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_GAIN_TO_BUY_AGGRESSIVELY""]","[""v12_quick_engine.py:15824:getattr"",""v12_quick_engine.py:16208:getattr""]","[""v12_quick_engine.py:15824:getattr"",""v12_quick_engine.py:16208:getattr""]",[],"[""ez_manage.py:26115:getattr"",""tradier_manage.py:16980:_cfg_auto"",""tradier_manage.py:18494:_cfg_auto""]","[""config.py:4096"",""config_tradier.py:52""]"
MIN_HOLD_BARS,True,True,True,True,False,False,LIVE_NOT_READ,,,"[""MIN_HOLD_BARS""]","[""v12_quick_engine.py:15344:attribute""]","[""v12_quick_engine.py:15344:attribute""]",[],[],"[""config.py:43"",""config_tradier.py:56""]"
MIN_HOLD_BARS_15m,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_HOLD_BARS_15m""]","[""v12_quick_engine.py:14858:getattr""]","[""v12_quick_engine.py:14858:getattr""]",[],"[""ez_manage.py:1750:getattr""]","[""config.py:69""]"
MIN_HOLD_BARS_BEFORE_EXIT,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_HOLD_BARS_BEFORE_EXIT""]","[""v12_quick_engine.py:15344:getattr""]","[""v12_quick_engine.py:15344:getattr""]",[],"[""tradier_manage.py:11943:_cfg""]","[""config.py:1322"",""config_tradier.py:2478""]"
MIN_HOLD_BARS_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MIN_HOLD_BARS_TRADIER""]","[""v12_quick_engine.py:13782:getattr""]",[],"[""v12_quick_engine.py:13782:getattr""]","[""tradier_manage.py:12788:_cfg_auto""]","[""config.py:4585"",""config_tradier.py:1795""]"
MIN_HOLD_MINUTES_TRADIER,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_HOLD_MINUTES_TRADIER""]","[""v12_quick_engine.py:13789:getattr"",""v12_quick_engine.py:15345:getattr"",""v12_quick_engine.py:15346:attribute""]","[""v12_quick_engine.py:15345:getattr"",""v12_quick_engine.py:15346:attribute""]","[""v12_quick_engine.py:13789:getattr""]","[""tradier_manage.py:11095:getattr"",""tradier_manage.py:14860:getattr"",""tradier_manage.py:15061:getattr"",""tradier_manage.py:18418:getattr"",""tradier_manage.py:8220:getattr""]","[""config.py:4586"",""config_tradier.py:1215""]"
MIN_PERC_FROM_SMA_1,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MIN_PERC_FROM_SMA_1""]","[""v12_quick_engine.py:13796:getattr""]",[],"[""v12_quick_engine.py:13796:getattr""]","[""ez_manage.py:39092:attribute"",""ez_manage.py:39095:attribute"",""ez_manage.py:39412:attribute"",""ez_manage.py:39413:attribute"",""tradier_manage.py:11948:_cfg""]","[""config.py:100"",""config_tradier.py:2479""]"
MIN_PERC_FROM_SMA_15,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MIN_PERC_FROM_SMA_15""]","[""v12_quick_engine.py:13803:getattr""]",[],"[""v12_quick_engine.py:13803:getattr""]","[""ez_manage.py:20961:attribute"",""ez_manage.py:20962:attribute"",""ez_manage.py:39102:attribute"",""ez_manage.py:39105:attribute"",""ez_manage.py:39417:attribute"",""ez_manage.py:39418:attribute"",""ez_manage.py:39434:attribute"",""tradier_manage.py:11953:_cfg""]","[""config.py:101"",""config_tradier.py:2480""]"
MIN_POSITION_SIZE,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_POSITION_SIZE""]","[""v12_quick_engine.py:14859:getattr""]","[""v12_quick_engine.py:14859:getattr""]",[],"[""ez_manage.py:15352:attribute"",""ez_manage.py:1751:getattr"",""ez_manage.py:18863:getattr"",""ez_manage.py:18893:getattr"",""ez_manage.py:19191:attribute"",""ez_manage.py:21695:attribute"",""ez_manage.py:21696:attribute"",""ez_manage.py:21708:attribute"",""ez_manage.py:21710:attribute"",""ez_manage.py:24133:attribute"",""ez_manage.py:25685:getattr"",""ez_manage.py:25898:getattr"",""ez_manage.py:27401:getattr"",""ez_manage.py:27496:attribute"",""ez_manage.py:27545:attribute"",""ez_manage.py:27589:attribute"",""ez_manage.py:29270:attribute"",""ez_manage.py:29748:attribute"",""ez_manage.py:29877:attribute"",""ez_manage.py:33346:attribute"",""ez_manage.py:3530:attribute"",""ez_manage.py:3549:attribute"",""ez_manage.py:36134:attribute"",""ez_manage.py:38625:attribute"",""ez_manage.py:38705:attribute"",""ez_manage.py:38839:attribute"",""ez_manage.py:38963:attribute"",""ez_manage.py:39163:attribute"",""ez_manage.py:39502:attribute"",""ez_manage.py:39575:attribute"",""ez_manage.py:40620:getattr"",""ez_manage.py:42585:attribute"",""ez_manage.py:42826:attribute"",""ez_manage.py:47170:attribute"",""ez_manage.py:47664:attribute"",""ez_positions_quick.py:10226:attribute"",""ez_positions_quick.py:10240:getattr"",""ez_positions_quick.py:11399:getattr"",""ez_positions_quick.py:12309:attribute"",""ez_positions_quick.py:12310:attribute"",""ez_positions_quick.py:13000:attribute"",""ez_positions_quick.py:13704:getattr"",""ez_positions_quick.py:13760:attribute"",""ez_positions_quick.py:13816:getattr"",""ez_positions_quick.py:15340:attribute"",""ez_positions_quick.py:16658:attribute"",""ez_positions_quick.py:8987:getattr"",""ez_positions_quick.py:9074:getattr""]","[""config.py:77"",""config_tradier.py:81""]"
MIN_TFS_AGREE,True,True,True,False,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_TFS_AGREE""]","[""v12_quick_engine.py:14860:getattr""]","[""v12_quick_engine.py:14860:getattr""]",[],"[""ez_manage.py:1752:getattr""]",[]
MIN_TFS_AGREE_ENTRY,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_TFS_AGREE_ENTRY""]","[""v12_quick_engine.py:14861:getattr""]","[""v12_quick_engine.py:14861:getattr""]",[],"[""ez_manage.py:1753:getattr""]","[""config.py:5305"",""config_tradier.py:3606""]"
MIN_TFS_AGREE_EXIT,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_TFS_AGREE_EXIT""]","[""v12_quick_engine.py:14862:getattr""]","[""v12_quick_engine.py:14862:getattr""]",[],"[""ez_manage.py:1754:getattr""]","[""config.py:5306"",""config_tradier.py:3607""]"
MIN_TFS_AGREE_REENTRY,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MIN_TFS_AGREE_REENTRY""]","[""v12_quick_engine.py:14863:getattr""]","[""v12_quick_engine.py:14863:getattr""]",[],"[""ez_manage.py:1755:getattr""]","[""config.py:5307"",""config_tradier.py:3608""]"
MIN_USD_DELTA_CONFIRM,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""MIN_USD_DELTA_CONFIRM""]",[],[],[],[],"[""config.py:3549"",""config_tradier.py:2481""]"
MITIGATOR_TIER1_DROP,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MITIGATOR_TIER1_DROP""]","[""v12_quick_engine.py:14864:getattr""]","[""v12_quick_engine.py:14864:getattr""]",[],"[""ez_manage.py:1756:getattr""]","[""config.py:2860"",""config_tradier.py:2489""]"
MI_DIV_EXIT_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""MI_DIV_EXIT_ENABLED""]",[],[],[],"[""ez_positions_quick.py:3635:getattr"",""tradier_manage.py:27516:_cfg""]","[""config.py:1332""]"
MI_DIV_EXIT_ENABLED_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""MI_DIV_EXIT_ENABLED_TRADIER""]","[""v12_quick_engine.py:12206:getattr""]",[],"[""v12_quick_engine.py:12206:getattr""]","[""tradier_manage.py:15870:_cfg_auto""]","[""config.py:5467"",""config_tradier.py:1562""]"
MI_ENTRY_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""MI_ENTRY_ENABLED""]","[""v12_quick_engine.py:7562:attribute""]","[""v12_quick_engine.py:7562:attribute""]",[],"[""ez_positions_quick.py:2705:getattr"",""tradier_manage.py:27523:_cfg""]","[""config.py:1329""]"
MI_ENTRY_ENABLED_TRADIER,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,Tradier MI parent gate for the exact three-vote entry block,test_v12_live_optional_tf_parity.py,"[""MI_ENTRY_ENABLED_TRADIER"",""TRADIER_MI_ENTRY_ENABLED_TRADIER""]","[""v12_quick_engine.py:10887:getattr"",""v12_quick_engine.py:7046:getattr""]","[""v12_quick_engine.py:7046:getattr""]","[""v12_quick_engine.py:10887:getattr""]","[""tradier_manage.py:12374:_cfg"",""tradier_manage.py:13968:_cfg"",""tradier_manage.py:9814:_cfg""]","[""config.py:5000"",""config.py:5468"",""config_tradier.py:1559"",""config_tradier.py:1865""]"
