field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
LIVE_ENTRY_ENGINE_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_LIVE_ENTRY_ENGINE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_ONLY_SIGNALS_BATCH5_ENABLED,UNCONNECTED,False,False,BOTH,VEC_LIVE_ONLY_SIGNALS_BATCH5,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_ONLY_SIGNALS_BATCH5_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_LIVE_ONLY_SIGNALS_BATCH5,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_ONLY_SIGNALS_BATCH5_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_LIVE_ONLY_SIGNALS_BATCH5,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_POSITION_FRESHNESS_MAX_SEC,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_USDC_PAIRS_FILE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_VEC_EMERGENCY_BRAKE_ENABLED,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_VEC_QUARANTINE_STRATEGY_ENABLED,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LIVE_VEC_STALE_MARK_PRICE_ENABLED,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOCAL_DATA_MAX_AGE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LONG_STRUCT_EXIT_TF,DEFERRED,False,False,BOTH,LONG_STRUCT_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_D"",""high_D"",""low_D""]","[""D""]",[],[],v12_exit_reduce_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOSS_EXIT_HEDGE_MODE_BLOCK_ESCAPE_ENABLED,CONNECTED_CRYPTO,True,False,BOTH,LOSS_EXIT_HEDGE,REDUCE|STOP,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOSS_EXIT_STALE_PRICE_ALLOW_NEAR_BE_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOSS_EXIT_STOP_FUNCTIONS_KILL_ENABLED,CONNECTED_CRYPTO,True,False,BOTH,EXIT,REDUCE|STOP,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOSS_EXIT_TECHNICAL_BYPASS,REJECTED_INERT,False,False,BOTH,EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_exit_reduce_gap_batch2=REJECTED_SOURCE_INERT,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_E02_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,LR_BAND_E02,EXIT|REENTRY|STOP,native=3m;required=4h,native=5m;required=4h,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_BASE_UNIT_USD,UNCONNECTED,False,False,BOTH,LR_BAND_LADDER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_CAPACITY_USD,UNCONNECTED,False,False,BOTH,LR_BAND_LADDER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_ORDINARY_PARITY_ENABLED,UNCONNECTED,False,False,BOTH,LR_BAND_LADDER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_STOCH_EXTREME,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}"",""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_TF_BOTTOM,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_TF_TOP,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_LADDER_TRIGGER,UNCONNECTED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_BAND_READD_LO,UNCONNECTED,False,False,BOTH,LR_BAND_READD,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LR_CHANNEL_LONG_LENGTHS,UNCONNECTED,False,False,BOTH,LR_CHANNEL_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_CONTRARIAN_ENABLED,UNCONNECTED,False,False,BOTH,LS_RATIO_CONTRARIAN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_ENFORCE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_EXTREME_THRESHOLD,UNCONNECTED,False,False,BOTH,LS_RATIO_EXTREME,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_HARD_MAX,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_HARD_MIN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_LOG_INTERVAL,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_MAX,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_MIN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_PENALTY,UNCONNECTED,False,False,BOTH,LS_RATIO_PENALTY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LS_RATIO_REBALANCE_THRESHOLD,UNCONNECTED,False,False,BOTH,LS_RATIO_REBALANCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LTF_ALIGN_GATE_ENABLED,UNCONNECTED,False,False,BOTH,LTF_ALIGN_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LT_SCORE_WEIGHT_HTF,UNCONNECTED,False,False,BOTH,LT_SCORE_WEIGHT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LT_TOP_SIZE,UNCONNECTED,False,False,BOTH,LT_TOP_SIZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
LUNCH_DEADZONE_MODE,UNCONNECTED,False,False,BOTH,LUNCH_DEADZONE_MODE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""macd_hist_{tf}"",""macd_signal_{tf}"",""macd_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_EXIT_MIN_GAIN,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""macd_hist_{tf}"",""macd_signal_{tf}"",""macd_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_EXIT_TF,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m;required=15m,native=5m;required=15m,"[""close_15m"",""high_15m"",""low_15m"",""macd_15m"",""macd_hist_15m"",""macd_signal_15m""]","[""15m""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_ZERO_CROSS_ENABLED,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""macd_hist_{tf}"",""macd_signal_{tf}"",""macd_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5699:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_ZERO_CROSS_SCORE,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""macd_hist_{tf}"",""macd_signal_{tf}"",""macd_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6344:_combine_entry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACD_ZERO_CROSS_TF,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m;required=1h,native=5m;required=1h,"[""close_1h"",""high_1h"",""low_1h"",""macd_1h"",""macd_hist_1h"",""macd_signal_1h""]","[""1h""]","[""v12_quick_engine.py:5700:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MACRO_BLACKOUT_SIZE_MULT,UNCONNECTED,False,False,BOTH,MACRO_BLACKOUT_SIZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_HEDGE_GAIN_THRESHOLD_PCT,CONNECTED_BOTH,True,True,BOTH,MANDATORY_HEDGE_GAIN,EXIT|HEDGE|STOP,native=3m;required=15m|1h|4h|D,native=5m;required=15m|1h|4h|D,[],"[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch3:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH3_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_HEDGE_HARD_THRESHOLD_PCT,UNCONNECTED,False,False,BOTH,MANDATORY_HEDGE_HARD,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_HEDGE_ON_NEGATIVE_ENABLED,UNCONNECTED,False,False,BOTH,MANDATORY_HEDGE_ON,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_PRICE_CROSS_EPQ_ENABLED,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],blocked=PATTERN_ONLY_EXACT_ARRAY_BINDING_NOT_PROVEN;next_100_contract=NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_K_HIGH_BLOCK,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_K_LOW_BLOCK,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_MIN_WT_AGREE,UNCONNECTED,False,False,BOTH,MANDATORY_REENTRY_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_WT_FILTER_MIN_TFS,CONNECTED_TRADIER,False,True,BOTH,MANDATORY_REENTRY_WT,REENTRY,N/A_NOT_CONNECTED,native=5m;required=15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_WT_FILTER_MIN_VELOCITY,CONNECTED_TRADIER,False,True,BOTH,MANDATORY_REENTRY_WT,REENTRY,N/A_NOT_CONNECTED,native=5m;required=15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_WT_FILTER_REQUIRE_FLIP,CONNECTED_TRADIER,False,True,BOTH,MANDATORY_REENTRY_WT,REENTRY,N/A_NOT_CONNECTED,native=5m;required=15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
