field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
MANDATORY_REENTRY_WT_FILTER_TF_MODE,CONNECTED_TRADIER,False,True,BOTH,MANDATORY_REENTRY_WT,REENTRY,N/A_NOT_CONNECTED,native=5m;required=15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MANDATORY_REENTRY_WT_FILTER_VELOCITY_RATIO,CONNECTED_TRADIER,False,True,BOTH,MANDATORY_REENTRY_WT,REENTRY,N/A_NOT_CONNECTED,native=5m;required=15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_HOLD_MINUTES,UNCONNECTED,False,False,BOTH,MIN_HOLD_MINUTES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_HOLD_MINUTES_CRYPTO,VENUE_SPECIFIC_BY_SOURCE,False,False,CRYPTO,MIN_HOLD_MINUTES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is CRYPTO; no trusted frozen-engine causal integration,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_QTY_FILE,UNCONNECTED,False,False,BOTH,SIZING,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_TFS_AGREE,UNCONNECTED,False,False,BOTH,MIN_TFS_AGREE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_TFS_AGREE_ENTRY,UNCONNECTED,False,False,BOTH,MIN_TFS_AGREE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_TFS_AGREE_EXIT,UNCONNECTED,False,False,BOTH,MIN_TFS_AGREE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_TFS_AGREE_REENTRY,UNCONNECTED,False,False,BOTH,MIN_TFS_AGREE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MIN_USD_DELTA_CONFIRM,UNCONNECTED,False,False,BOTH,MIN_USD_DELTA,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_DIV_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_ENTRY_ENABLED,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6671:_exact_entry_contract_masks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_ENTRY_EXHAUST_BONUS,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6682:_exact_entry_contract_masks"",""v12_quick_engine.py:6685:_exact_entry_contract_masks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_ENTRY_STRUCT_BONUS,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6677:_exact_entry_contract_masks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_EXHAUST_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_MIN_GAIN_EXIT,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_STRUCT_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_TF_AGREE_MIN,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_TF_AGREE_MIN_TRADIER,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,MI_TF_AGREE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_VELOCITY_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MI_WAVE_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM3_ENABLED,UNCONNECTED,False,False,BOTH,VEC_MOM3,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM3_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_MOM3,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM3_GATE_REQUIRED,UNCONNECTED,False,False,BOTH,MOM3_GATE_REQUIRED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM3_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_MOM3,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM4S_S_ACCOUNTS,UNCONNECTED,False,False,BOTH,MOM4S_S_ACCOUNTS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM4S_S_GATE_ENABLED,UNCONNECTED,False,False,BOTH,MOM4S_S_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM5_TRENDER_L_ACCOUNTS,UNCONNECTED,False,False,BOTH,MOM5_TRENDER_L,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOM5_TRENDER_L_GATE_ENABLED,UNCONNECTED,False,False,BOTH,MOM5_TRENDER_L,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_BREAKOUT_ENABLED,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],blocked=PATTERN_ONLY_EXACT_ARRAY_BINDING_NOT_PROVEN;next_100_contract=NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_BREAKOUT_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_MOMENTUM_BREAKOUT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_BREAKOUT_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_MOMENTUM_BREAKOUT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_FADE_BODY_ATR_MIN,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_FADE_ENABLED,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_FADE_K_ZONE,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_FADE_SCORE_BONUS,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_FADE_VOL_MIN,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""relative_volume_{tf}"",""volume_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_ACCOUNT,UNCONNECTED,False,False,BOTH,MOMENTUM_RIDER_ACCOUNT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_BASE_SIZE_USD,UNCONNECTED,False,False,BOTH,SIZING,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_COOLDOWN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_DC_WIDTH_MIN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_ENABLED,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_HEDGE_RATIO,DEFERRED,False,False,BOTH,MOMENTUM_RIDER_HEDGE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],v12_exit_reduce_gap_batch8=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_MAX_SIZE_USD,UNCONNECTED,False,False,BOTH,MOMENTUM_RIDER_MAX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_MAX_SYMBOLS,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_REL_VOL_MIN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""relative_volume_{tf}"",""volume_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_SCAN_INTERVAL,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_COOLDOWN_S,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_INTERVAL_S,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_PCT,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_WT_CAP,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MONITOR_REDUCTION_STALE_THRESHOLD,UNCONNECTED,False,False,BOTH,MONITOR_REDUCTION_STALE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_BANDTYPES,CONNECTED_BOTH,True,True,BOTH,MTF_ARMED_BANDTYPES,AUGMENT|ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_ENABLED,UNCONNECTED,False,False,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_HTF_LIST,CONNECTED_BOTH,True,True,BOTH,MTF_ARMED_HTF,AUGMENT|ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_WT_DIRECTION_SUSPEND_BREAKOUT_BYPASS,UNCONNECTED,False,False,BOTH,MTF_ARMED_WT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_SHORT_ENTRY_ENABLED,DEFERRED,False,False,BOTH,MTF_ARROW_SHORT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],blocked=PATTERN_ONLY_EXACT_ARRAY_BINDING_NOT_PROVEN;next_100_contract=NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_SLOPE_NORM_PCT_DAY,UNCONNECTED,False,False,BOTH,MTF_ARROW_SLOPE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_THETA,UNCONNECTED,False,False,BOTH,MTF_ARROW_THETA,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_WEIGHTS,UNCONNECTED,False,False,BOTH,SIZING,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_ENABLED,UNCONNECTED,False,False,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_MIN_CONFIRMING_TFS,UNCONNECTED,False,False,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
