switch,in_tradier_manage,in_ez_manage,in_config,in_config_tradier,in_vec_paths,status
START_POSITION_SIZE,True,True,True,True,True,MIRRORED_LIVE
VEC_SHARE_CHUNK,False,False,False,False,False,VEC_ONLY_PARITY_GATE
MIN_POSITION_SIZE,True,True,True,True,True,MIRRORED_LIVE
MIN_GAIN,True,True,True,True,True,MIRRORED_LIVE
MIN_GAIN_TO_BUY_AGGRESSIVELY,True,True,True,True,True,MIRRORED_LIVE
COMMISSION_BUFFER_PCT,True,True,True,False,False,MIRRORED_LIVE
FUNDING_GATE_ENABLED,True,True,True,True,True,MIRRORED_LIVE
FUNDING_GATE_LONG_MAX,True,True,True,False,True,MIRRORED_LIVE
FUNDING_GATE_SHORT_MIN,True,True,True,False,True,MIRRORED_LIVE
FUNDING_GATE_MTF_REQUIRED,True,True,True,False,True,MIRRORED_LIVE
FUNDING_GATE_MTF_LONG_MAX_BULL_TFS,True,True,True,False,True,MIRRORED_LIVE
FUNDING_GATE_MTF_SHORT_MAX_BEAR_TFS,True,True,True,False,True,MIRRORED_LIVE
ROUND_TRIP_COST_PCT,True,True,True,True,False,MIRRORED_LIVE
ROUND_TRIP_COST_USDC_PCT,False,False,False,False,False,DEAD_OR_INDICATOR
ROUND_TRIP_COST_USDT_PCT,False,False,False,False,False,DEAD_OR_INDICATOR
MIN_EXIT_GAIN_PCT,False,False,False,False,True,VEC_PATHS_ONLY
MAX_AUGMENTS_PER_POSITION,True,True,True,True,True,MIRRORED_LIVE
WT_HTF_DISCOUNT_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
REENTRY_B15_STRONG_TREND_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B04_DC_RETEST_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B11_DC_BREAK_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B02_BC156_BOTTOM_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B12_WT_MOM_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B14_HA_TREND_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B10_STOCH_REV_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B01_WT_2of3_ENABLED,True,True,True,False,False,MIRRORED_LIVE
REENTRY_B09_SNAPBACK_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_B16_MIDRANGE_ENABLED,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_ENABLED,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_LONG_VEL_MIN,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_SHORT_VEL_MIN,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_REQUIRE_PROFIT,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_K_EXTREME_HIGH,True,True,True,False,False,MIRRORED_LIVE
WT_4H_VEL_EXIT_K_EXTREME_LOW,True,True,True,False,False,MIRRORED_LIVE
DC_HOPELESS_EXIT_ENABLED,True,True,True,False,False,MIRRORED_LIVE
DC_HOPELESS_EXIT_MIN_AGE_S,True,True,True,False,False,MIRRORED_LIVE
WT_EXHAUST_EXIT_ENABLED,True,True,True,False,True,MIRRORED_LIVE
WT_EXHAUST_EXIT_REQUIRE_GAIN,True,True,True,False,False,MIRRORED_LIVE
WT_PERCENTILE_EXIT_ENABLED,True,True,True,False,False,MIRRORED_LIVE
WT_PERCENTILE_EXIT_OB_D,True,True,True,False,False,MIRRORED_LIVE
WT_PERCENTILE_EXIT_OB_4H,True,True,True,False,False,MIRRORED_LIVE
WT_PERCENTILE_EXIT_OS_D,True,True,True,False,False,MIRRORED_LIVE
WT_PERCENTILE_EXIT_OS_4H,True,True,True,False,False,MIRRORED_LIVE
E_1_WT_EXIT_USE_DELTA_ENABLED,True,True,True,False,False,MIRRORED_LIVE
E_1_EXIT_DELTA_THR,True,True,True,False,False,MIRRORED_LIVE
E_3_USE_WT_STRUCTURE_EXIT_MODE,True,True,True,False,False,MIRRORED_LIVE
WT_DIV_EXIT_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
WT_DIV_EXIT_TF,False,False,False,False,True,VEC_PATHS_ONLY
WT_DIV_EXIT_REQUIRE_EXHAUST,False,False,False,False,True,VEC_PATHS_ONLY
WT_DIV_EXIT_MOM_TF,False,False,False,False,True,VEC_PATHS_ONLY
WT_ACCEL_EXIT_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
WT_ACCEL_EXIT_MIN_TFS,False,False,False,False,True,VEC_PATHS_ONLY
WT_ACCEL_EXIT_LONG_THR,False,False,False,False,True,VEC_PATHS_ONLY
WT_ACCEL_EXIT_SHORT_THR,False,False,False,False,True,VEC_PATHS_ONLY
WT_MOMENTUM_EXIT_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
WT_MOMENTUM_EXIT_THRESHOLD,False,False,False,False,True,VEC_PATHS_ONLY
WT_EXHAUST_EXIT_MIN_TFS,False,False,False,False,True,VEC_PATHS_ONLY
BTC_TECH_EXIT_WT_MIN_TFS,True,True,True,False,True,MIRRORED_LIVE
UNIVERSAL_NOLOSS_GATE,True,True,True,True,True,MIRRORED_LIVE
UNIVERSAL_NOLOSS_GATE_BYPASS_TECHNICAL,True,True,True,False,False,MIRRORED_LIVE
UNIVERSAL_NOLOSS_GATE_BYPASS_REASONS,True,True,True,True,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_ENABLED,True,True,True,False,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_MIN_LOSS_PCT,True,True,True,True,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_PCT,True,True,True,True,False,MIRRORED_LIVE
OBLIGATORY_HEDGE_WT_USE_1M,True,True,True,False,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_WT_USE_3M,True,True,True,False,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_WT_USE_15M,True,True,True,False,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_WT_USE_1H,True,True,True,False,True,MIRRORED_LIVE
OBLIGATORY_HEDGE_WT_TFS_REQUIRED,True,True,True,False,True,MIRRORED_LIVE
HEDGE_MODE,True,True,True,True,True,MIRRORED_LIVE
HEDGE_MAX_PCT_OF_LOSER,True,True,True,False,True,MIRRORED_LIVE
HEDGE_TRIGGER_REQUIRE_WT_3M_AND_15M_OR_1H,True,True,True,False,True,MIRRORED_LIVE
HEDGE_TRIGGER_REQUIRE_WT_3M_AND_1H,True,True,True,False,True,MIRRORED_LIVE
HEDGE_TRIGGER_USE_WT_3M_ALONE,True,True,True,False,True,MIRRORED_LIVE
HEDGE_FAILED_FALLBACK_CLOSE_ENABLED,True,True,True,True,True,MIRRORED_LIVE
HEDGE_COMPLETED_LOCKOUT_SECONDS,True,True,True,False,True,MIRRORED_LIVE
DUP_GUARD_USE_GAIN_GATE,True,True,True,True,True,MIRRORED_LIVE
DUP_GUARD_GAIN_MULTIPLIER,True,True,True,True,True,MIRRORED_LIVE
PULLBACK_AUGMENT_ENABLED,False,True,False,False,False,MIRRORED_LIVE
PULLBACK_AUGMENT_REVERSAL_MIN,False,True,False,False,False,MIRRORED_LIVE
AUGMENT_WT_4H_BOUNCE_ENABLED,False,False,True,False,False,MIRRORED_LIVE
AUGMENT_WT_4H_MULTIPLIER,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_4H_REQUIRE_HIGHER_WT,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_4H_REQUIRE_HIGHER_PRICE,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_D_BOUNCE_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_D_MULTIPLIER,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_D_REQUIRE_HIGHER_WT,False,False,False,False,False,DEAD_OR_INDICATOR
AUGMENT_WT_D_REQUIRE_HIGHER_PRICE,False,False,False,False,False,DEAD_OR_INDICATOR
HARD_AUGMENT_LOCK_SECONDS,False,False,False,False,True,VEC_PATHS_ONLY
HARD_REDUCE_LOCK_SECONDS,False,False,False,False,True,VEC_PATHS_ONLY
AUGMENTATION_COOLDOWN_SECONDS,True,True,True,True,True,MIRRORED_LIVE
WT_3M_FORCE_OPEN_BYPASS_GATES,True,True,True,True,True,MIRRORED_LIVE
WT_3M_FORCE_OPEN_ENABLED,True,True,True,True,True,MIRRORED_LIVE
GR_VOTE_FALLBACK_MIN,False,False,False,False,True,VEC_PATHS_ONLY
REENTRY_GR_HLHH_MODE,True,False,False,True,False,MIRRORED_LIVE
REENTRY_GR_MIN_TFS,True,False,False,True,False,MIRRORED_LIVE
EZ_REENTRY_PPL_DOUBLE_GAIN_ENABLED,True,True,True,True,False,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_FRAC,True,True,True,True,True,MIRRORED_LIVE
VEC_OVERTRADE_FIX_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
AUGMENT_LOCK_MIN_SECONDS,False,True,False,False,True,MIRRORED_LIVE
VEC_NOLOSS_GATE_ENABLED,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_EVENT_DRIVEN_LOOP_ENABLED,False,False,False,False,False,VEC_ONLY_PARITY_GATE
NEWBORN_PROTECT_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
NEWBORN_PROTECT_GRACE_SECONDS,False,False,False,False,True,VEC_PATHS_ONLY
ABSOLUTE_OPEN_LOCK_SECONDS,False,False,False,False,True,VEC_PATHS_ONLY
PREFLIGHT_INTENT_LOCK_SECONDS,False,False,False,False,True,VEC_PATHS_ONLY
HARD_SIZE_GATE_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
HARD_SIZE_GAIN_FLOOR,False,False,False,False,True,VEC_PATHS_ONLY
CIRCUIT_BREAKER_ENABLED,True,True,True,True,True,MIRRORED_LIVE
SHARPE_HOUR_FLOOR_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
REGIME_FLOOR_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
VOLUME_FLOOR_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
REGIME_DETECTION_ENABLED,True,True,True,True,True,MIRRORED_LIVE
REGIME_ENTER_TRENDING_THRESHOLD,True,True,True,True,True,MIRRORED_LIVE
REGIME_EXIT_TRENDING_THRESHOLD,True,True,True,True,True,MIRRORED_LIVE
REGIME_MIN_DWELL_BARS,True,True,True,True,True,MIRRORED_LIVE
REGIME_BTC_MARKET_WEIGHT,True,True,True,True,True,MIRRORED_LIVE
REGIME_RANGING_NOLOSS_MIN,True,True,True,True,True,MIRRORED_LIVE
REGIME_RANGING_EXIT_GAIN_MIN,True,True,True,True,True,MIRRORED_LIVE
REGIME_RANGING_WT_REDUCE_FRAC_LOW,True,True,True,True,True,MIRRORED_LIVE
REGIME_RANGING_SLOT_RESERVE_PCT,True,True,True,True,True,MIRRORED_LIVE
REGIME_TRENDING_NOLOSS_MIN,True,True,True,True,True,MIRRORED_LIVE
REGIME_TRENDING_EXIT_GAIN_MIN,True,True,True,True,True,MIRRORED_LIVE
REGIME_TRENDING_WT_REDUCE_FRAC_LOW,True,True,True,True,True,MIRRORED_LIVE
REGIME_TRENDING_SLOT_RESERVE_PCT,True,True,True,True,True,MIRRORED_LIVE
REGIME_TRENDING_K_RESET_THRESHOLD,True,True,True,True,True,MIRRORED_LIVE
QUARANTINE_ENFORCE_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
QUARANTINE_BYPASS_HEDGE,False,False,False,False,True,VEC_PATHS_ONLY
QUARANTINE_BYPASS_REENTRY_ZERO_POS,False,False,False,False,True,VEC_PATHS_ONLY
EXECUTE_NOW_MAX_MARK_AGE_S,True,True,True,False,True,MIRRORED_LIVE
RATIO_MULTIPLIER,True,True,True,True,True,MIRRORED_LIVE
DC_LOW4_STOP_ENABLED,True,True,True,True,False,MIRRORED_LIVE
DC_LOW_STOP_ENABLED,True,True,True,True,False,MIRRORED_LIVE
DC_STOP_TF,False,False,False,False,False,DEAD_OR_INDICATOR
EXIT_STRUCT_TF,True,True,False,False,False,MIRRORED_LIVE
LONG_STRUCT_EXIT_TF,True,True,True,True,False,MIRRORED_LIVE
SHORT_STRUCT_EXIT_TF,True,True,True,True,False,MIRRORED_LIVE
GR_EXIT_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
GR_EXIT_MIN_TFS,True,True,True,True,True,MIRRORED_LIVE
GR_EXIT_MIN_IND,True,True,True,True,True,MIRRORED_LIVE
GR_HTF_DIRECT_EXIT_ENABLED,True,True,True,True,False,MIRRORED_LIVE
GR_HTF_DIRECT_EXIT_SCORE,True,True,True,True,False,MIRRORED_LIVE
WT_DC_EXIT_ENABLED,True,True,True,True,False,MIRRORED_LIVE
WT_DC_EXIT_THRESHOLD,True,True,True,True,False,MIRRORED_LIVE
WT_DC_EXIT_STALE_MAX_S,True,True,True,True,False,MIRRORED_LIVE
R1_DC_LOW4_3M_EMERGENCY_ENABLED,True,True,True,True,True,MIRRORED_LIVE
R1_NEWBORN_WINDOW_MIN,True,True,True,True,True,MIRRORED_LIVE
R1_USE_DC_4BAR,True,True,True,True,True,MIRRORED_LIVE
R1_REQUIRE_WT15_ADVERSE,True,True,True,True,True,MIRRORED_LIVE
TRADIER_EMERGENCY_ANTI_CHURN_GATES_ENABLED,True,True,True,True,False,MIRRORED_LIVE
R1_TF,True,True,True,True,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_ENABLED,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_MIN_AGE_MIN,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_WINDOW_MIN,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_GAIN_THRESHOLD_PCT,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_REQUIRE_VEL_AGAINST,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_VEL_TF,True,True,True,False,True,MIRRORED_LIVE
NEWBORN_LOSS_KILL_SURGICAL_ONLY,True,True,True,False,True,MIRRORED_LIVE
TOP_OF_RANGE_BLOCK_ENABLED,True,True,True,False,True,MIRRORED_LIVE
TOP_OF_RANGE_BLOCK_THRESHOLD,True,True,True,False,True,MIRRORED_LIVE
TOP_OF_RANGE_BLOCK_TF_LIST,True,True,True,False,True,MIRRORED_LIVE
TOP_OF_RANGE_BLOCK_REQUIRE_ALL,True,True,True,False,True,MIRRORED_LIVE
WT_15M_VEL_SLOW_AT_ZERO_GAIN_ENABLED,True,True,True,True,True,MIRRORED_LIVE
WT_15M_VEL_SLOW_GAIN_FLOOR_PCT,True,True,True,True,True,MIRRORED_LIVE
WT_15M_VEL_SLOW_GAIN_BAND_PCT,True,True,True,True,True,MIRRORED_LIVE
WT_VEL_DECEL_RATIO,True,True,True,True,True,MIRRORED_LIVE
WT_VEL_USE_DECEL_RATIO_ONLY,True,True,True,True,True,MIRRORED_LIVE
WT_15M_VEL_NEAR_ZERO_THRESHOLD,True,True,True,True,True,MIRRORED_LIVE
R2_PEAK_MIN_PCT,True,True,True,True,True,MIRRORED_LIVE
R2_TF_LIST,True,True,True,True,True,MIRRORED_LIVE
WT_CROSSUNDER_FINAL_ENABLED,True,True,True,True,True,MIRRORED_LIVE
WT_CROSSUNDER_FINAL_PARABOLIC_BYPASS_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
WT_CROSSUNDER_FINAL_NOLOSS_BYPASS,False,False,False,False,True,VEC_PATHS_ONLY
WT_CROSSUNDER_FINAL_MIN_HOLD_BARS,False,False,False,False,False,DEAD_OR_INDICATOR
GOLDEN_RULE_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BASE_USD,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_COOLDOWN_S,False,True,False,False,True,MIRRORED_LIVE
GOLDEN_RULE_DC_15M_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BB_15M_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_DC_1H_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BB_1H_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_DC_4H_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BB_4H_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_DC_D_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BB_D_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_DC_W_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_BB_W_ENABLED,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_MULT_15M,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_MULT_1H,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_MULT_4H,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_MULT_D,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_MULT_W,True,True,True,False,True,MIRRORED_LIVE
GOLDEN_RULE_HTF_VETO_ENABLED,True,True,True,True,True,MIRRORED_LIVE
GOLDEN_RULE_MIN_IND,True,True,True,True,True,MIRRORED_LIVE
GOLDEN_RULE_HTF_MIN_TFS,True,True,True,True,True,MIRRORED_LIVE
GOLDEN_RULE_REQUIRE_ACTIVATION,True,True,True,True,True,MIRRORED_LIVE
GOLDEN_RULE_ACTIVATION_TF_LIST,True,True,True,True,True,MIRRORED_LIVE
GOLDEN_RULE_ENTRY_TF_LIST,True,True,True,True,True,MIRRORED_LIVE
GR_DC_EXTENDED_LONG,True,True,True,True,False,MIRRORED_LIVE
GR_BB_EXTENDED_LONG,True,True,True,True,False,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_ENABLED,True,True,True,True,True,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_GAIN_PCT,True,True,True,True,True,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_ARM_GAIN_PCT,True,True,True,True,True,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_BE_BUFFER_PCT,True,True,True,True,True,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_GAIN_PCT_TRADIER,True,True,False,True,False,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_ARM_GAIN_PCT_TRADIER,True,True,False,True,False,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_BE_BUFFER_PCT_TRADIER,True,True,False,True,False,MIRRORED_LIVE
PARTIAL_PROFIT_LOCK_FRAC_TRADIER,True,True,False,True,False,MIRRORED_LIVE
PEAK_GIVEBACK_PROTECTION_ENABLED,True,True,True,True,True,MIRRORED_LIVE
PEAK_GIVEBACK_DROP_TRIGGER_ENABLED,True,True,True,False,True,MIRRORED_LIVE
PEAK_GIVEBACK_DROP_PCT,True,True,True,True,True,MIRRORED_LIVE
PEAK_GIVEBACK_MIN_PEAK_PCT,True,True,True,True,True,MIRRORED_LIVE
PEAK_GIVEBACK_HARD_ZERO_ENABLED,True,True,True,True,True,MIRRORED_LIVE
PEAK_GIVEBACK_REQUIRE_NEGATIVE_GAIN,True,True,True,True,True,MIRRORED_LIVE
PEAK_GIVEBACK_NEGATIVE_GAIN_FLOOR_PCT,True,True,True,True,True,MIRRORED_LIVE
MIN_HOLD_BARS,True,True,True,True,True,MIRRORED_LIVE
MIN_HOLD_MINUTES_CRYPTO,False,False,False,False,True,VEC_PATHS_ONLY
TRADIER_MIN_HOLD_MINUTES,True,True,True,True,True,MIRRORED_LIVE
BREAKEVEN_GRACE_MINUTES,True,True,True,True,True,MIRRORED_LIVE
BE_EROSION_ENABLED,False,False,False,False,True,VEC_PATHS_ONLY
BE_EROSION_MIN_PEAK_PCT,False,False,False,False,True,VEC_PATHS_ONLY
BE_EROSION_FLOOR_PCT,False,False,False,False,True,VEC_PATHS_ONLY
BE_EROSION_HOLD_MIN_MIN,False,False,False,False,True,VEC_PATHS_ONLY
VEC_REENTRY_REQUIRE_PRIOR_EXIT,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_REENTRY_WINDOW_BARS,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_REENTRY_DC4_EXITPRICE_ENABLED,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_REENTRY_HOUR_BARS,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_REENTRY_DC_USE_4BAR,False,False,False,False,False,VEC_ONLY_PARITY_GATE
VEC_WT_PRICE_BREAKOUT_REENTRY_ENABLED,False,False,False,False,False,VEC_ONLY_PARITY_GATE
QUICK_REDUCE_TECHNICAL_ONLY,True,True,True,False,False,MIRRORED_LIVE
