field,historical_venues,stocks_1yr_rows,stocks_1yr_metric_count,stocks_1yr_nonzero,stocks_1yr_delta_min,stocks_1yr_delta_max,crypto_1yr_rows,crypto_1yr_metric_count,crypto_1yr_nonzero,crypto_1yr_delta_min,crypto_1yr_delta_max,current_classification,current_connected_crypto,current_connected_tradier,current_lifecycle_consumers,in_beam_diagram_overlap,historical_evidence_status,reuse_decision,current_connection_sites,engine_replay_required
TRADIER_DC_DAYTRADE_TARGET_PCT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_DC_DAYTRADE_TARGET_PCT_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_DC_DAYTRADE_TARGET_PCT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_ENTRY_SCORE_THRESHOLD,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_ENTRY_SCORE_THRESHOLD_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_ENTRY_SCORE_THRESHOLD_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_FH_MOMENTUM_MFI_CONFIRM,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_FH_MOMENTUM_MFI_CONFIRM_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_FH_MOMENTUM_MFI_CONFIRM_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_FH_MOMENTUM_MIN_MOVE_PCT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_FH_MOMENTUM_MIN_MOVE_PCT_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_FH_MOMENTUM_MIN_MOVE_PCT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RATIO_REQUIRE_MIN_GAIN,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_RATIO_REQUIRE_MIN_GAIN_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RATIO_REQUIRE_MIN_GAIN_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_REENTRY_ANTI_CHURN_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_REENTRY_ANTI_CHURN_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,5,5,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_REENTRY_ANTI_CHURN_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RSI2_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_RSI2_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RSI2_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RSI2_EXIT_THRESHOLD_SHORT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_RSI2_EXIT_THRESHOLD_SHORT_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_RSI2_EXIT_THRESHOLD_SHORT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_STOCH_ENTRY_LONG_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_STOCH_ENTRY_LONG_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_STOCH_ENTRY_LONG_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_STOCH_EXTREME_LONG_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_STOCH_EXTREME_LONG_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_STOCH_EXTREME_LONG_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_WT_EXIT_TFS_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRADIER_WT_EXIT_TFS_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRADIER_WT_EXIT_TFS_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRAILING_AUG_ENABLED_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRAILING_AUG_ENABLED_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRAILING_AUG_ENABLED_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRA_MIN_HOLD_MINUTES,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRA_MIN_HOLD_MINUTES_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRA_MIN_HOLD_MINUTES_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_CLENOW_POSITION_SIZE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRC_CLENOW_POSITION_SIZE_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_CLENOW_POSITION_SIZE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_MAX_DAILY_LOSS_PCT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRC_MAX_DAILY_LOSS_PCT_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_MAX_DAILY_LOSS_PCT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_MINERVINI_LONG_BUDGET,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRC_MINERVINI_LONG_BUDGET_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_MINERVINI_LONG_BUDGET_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_ROTATION_POSITION_SIZE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRC_ROTATION_POSITION_SIZE_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_ROTATION_POSITION_SIZE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_SMFI_POSITION_SIZE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TRC_SMFI_POSITION_SIZE_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TRC_SMFI_POSITION_SIZE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_ADX4H_MAX,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TR_ADX4H_MAX_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_ADX4H_MAX_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_DCWIDTH4H_SHORT_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TR_DCWIDTH4H_SHORT_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_DCWIDTH4H_SHORT_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_MFI4H_LONG_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TR_MFI4H_LONG_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_MFI4H_LONG_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_TREND_V1_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TR_TREND_V1_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TR_TREND_V1_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
TSMOM_MIN_AGREEMENT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TSMOM_MIN_AGREEMENT_DEFAULT,CRYPTO_1YR,,,,,,133,1,1,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
TSMOM_MIN_AGREEMENT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
USE_BB_FILTER,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_DC_BREAK,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_PRICE_ACTION_ENTRY,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_RZ_CASCADE,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_V8_AGGREGATORS,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_WT_CROSS,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
USE_WT_DC_HIERARCHY,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
VOLUME_CONFIRMATION_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
VOLUME_CONFIRMATION_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,2,2,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
VOLUME_CONFIRMATION_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
VWAP_BOUNCE_ENTRY_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
VWAP_BOUNCE_ENTRY_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
VWAP_BOUNCE_ENTRY_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WRONG_SIDE_K_TFS_REQUIRED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,CONNECTED_CRYPTO,True,False,EXIT|STOP,true,historical_metric_values,CURRENTLY_CONNECTED_NO_REIMPLEMENT,"[""v12_exit_reduce_gap_batch3:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH3_CONTRACT.csv""]",yes
WRONG_SIDE_K_TFS_REQUIRED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WRONG_SIDE_K_TFS_REQUIRED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_3M_FORCE_OPEN_SIZE_USD,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_3M_FORCE_OPEN_SIZE_USD_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_3M_FORCE_OPEN_SIZE_USD_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_3M_FORCE_OPEN_USE_SMA200,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_3M_FORCE_OPEN_USE_SMA200_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_3M_FORCE_OPEN_USE_SMA200_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_ACCEL_GATE_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_ACCEL_GATE_TF,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_AVG_15m,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_AVG_1h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_AVG_4h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_AVG_D,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_CHAN_15m,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_CHAN_1h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_CHAN_4h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_CHAN_D,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_COMPOSITE_SCORING_ENABLED_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_COMPOSITE_SCORING_ENABLED_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,7,7,100.0,100.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_COMPOSITE_SCORING_ENABLED_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
WT_DC_ENTRY_K5M_MAX_LONG,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_DC_ENTRY_K5M_MAX_LONG_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
WT_DC_ENTRY_K5M_MAX_LONG_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
