field,historical_venues,stocks_1yr_rows,stocks_1yr_metric_count,stocks_1yr_nonzero,stocks_1yr_delta_min,stocks_1yr_delta_max,crypto_1yr_rows,crypto_1yr_metric_count,crypto_1yr_nonzero,crypto_1yr_delta_min,crypto_1yr_delta_max,current_classification,current_connected_crypto,current_connected_tradier,current_lifecycle_consumers,in_beam_diagram_overlap,historical_evidence_status,reuse_decision,current_connection_sites,engine_replay_required
ABLATION_DISABLE_HEDGE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ABLATION_DISABLE_HEDGE_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ABLATION_DISABLE_HEDGE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ABLATION_DISABLE_QUICK_ENTRY,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ABLATION_DISABLE_QUICK_ENTRY_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ABLATION_DISABLE_QUICK_ENTRY_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ADX_TRENDING_THRESHOLD,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ADX_TRENDING_THRESHOLD_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ADX_TRENDING_THRESHOLD_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
AI_PREMARKET_SIZE_MULT_MAX,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AI_PREMARKET_SIZE_MULT_MAX_DEFAULT,CRYPTO_1YR,,,,,,133,4,4,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AI_PREMARKET_SIZE_MULT_MAX_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_ADAPTIVE_SIZING_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_ADAPTIVE_SIZING_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,4,4,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_ADAPTIVE_SIZING_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_ADAPTIVE_SIZING_TARGET_PCT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_ADAPTIVE_SIZING_TARGET_PCT_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_ADAPTIVE_SIZING_TARGET_PCT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_PARITY_EQUITY_BASE_USD,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_PARITY_EQUITY_BASE_USD_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_PARITY_EQUITY_BASE_USD_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_PARITY_QTY_CAP_MULT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_PARITY_QTY_CAP_MULT_DEFAULT,CRYPTO_1YR,,,,,,133,1,1,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_PARITY_QTY_CAP_MULT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_TRAIL_2X_EXIT_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_TRAIL_2X_EXIT_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_TRAIL_2X_EXIT_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
ATR_TRAIL_ENABLED_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_TRAIL_ENABLED_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
ATR_TRAIL_ENABLED_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
AUGMENTATION_COOLDOWN_MINUTES,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AUGMENTATION_COOLDOWN_MINUTES_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AUGMENTATION_COOLDOWN_MINUTES_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
AUGMENTATION_COOLDOWN_SECONDS,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AUGMENTATION_COOLDOWN_SECONDS_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
AUGMENTATION_COOLDOWN_SECONDS_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
AUGMENT_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
AUGMENT_LEVELS_PCT,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BAND_SLOPE_SIZING_V2_SLOPE_NORM_PCT_DAY,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BAND_SLOPE_SIZING_V2_SLOPE_NORM_PCT_DAY_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BAND_SLOPE_SIZING_V2_SLOPE_NORM_PCT_DAY_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BASIS_CONDITION,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BASIS_CONDITION_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BASIS_CONDITION_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_AUTO_TUNE_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_AUTO_TUNE_LOOKBACK,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_AUTO_TUNE_MAX_MULT,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_AUTO_TUNE_MIN_MULT,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_BOT_THRESHOLD,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_LEN_15m,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_LEN_1h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_LEN_4h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_LEN_D,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_LONG_ENTRY_MAX,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_PCTB_ENTRY_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_PCTB_ENTRY_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,1,1,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_PCTB_ENTRY_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RECOVERY_EXIT_ENABLED_TRADIER,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_RECOVERY_EXIT_ENABLED_TRADIER_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RECOVERY_EXIT_ENABLED_TRADIER_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RSI_STOCH_BB_MAX,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_RSI_STOCH_BB_MAX_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RSI_STOCH_BB_MAX_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RSI_STOCH_SCALP_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_RSI_STOCH_SCALP_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_RSI_STOCH_SCALP_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_SHORT_ENTRY_MIN,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_SQUEEZE_COOLDOWN,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_SQUEEZE_COOLDOWN_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_SQUEEZE_COOLDOWN_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_SQUEEZE_MIN_ALIGNMENT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_SQUEEZE_MIN_ALIGNMENT_DEFAULT,CRYPTO_1YR,,,,,,133,3,3,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_SQUEEZE_MIN_ALIGNMENT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BB_STD_15m,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_STD_1h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_STD_4h,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_STD_D,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BB_TOP_THRESHOLD,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE_DEFAULT,CRYPTO_1YR,,,,,,133,9,9,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_AUGMENT_K_D_THRESHOLD,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_K_D_THRESHOLD_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_AUGMENT_K_D_THRESHOLD_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_AUGMENT_MIN_LOSS_PCT,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_MIN_LOSS_PCT_DEFAULT,CRYPTO_1YR,,,,,,133,1,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_AUGMENT_MIN_LOSS_PCT_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_TOP_EXIT_ENABLED,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_TOP_EXIT_ENABLED_DEFAULT,CRYPTO_1YR,,,,,,133,7,0,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_TOP_EXIT_ENABLED_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_TOP_MIN_HOLD_MINUTES,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BOUNCE_TOP_MIN_HOLD_MINUTES_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BOUNCE_TOP_MIN_HOLD_MINUTES_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKEVEN_EXIT_AFTER_BARS_TF,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,CONNECTED_TRADIER,False,True,EXIT|STOP,true,historical_metric_values,CURRENTLY_CONNECTED_NO_REIMPLEMENT,"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",yes
BREAKEVEN_EXIT_AFTER_BARS_TF_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKEVEN_EXIT_AFTER_BARS_TF_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKEVEN_EXIT_REQUIRE_WT15M_STRUCTURE,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BREAKEVEN_EXIT_REQUIRE_WT15M_STRUCTURE_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKEVEN_EXIT_REQUIRE_WT15M_STRUCTURE_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKOUT_HTF_MIN_ALIGNED,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BREAKOUT_MIN_HOLD_BARS,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BREAKOUT_MULTI_LUNG_COOLDOWN_BARS,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,true,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BREAKOUT_MULTI_LUNG_COOLDOWN_BARS_DEFAULT,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKOUT_MULTI_LUNG_COOLDOWN_BARS_DELTA,CRYPTO_1YR,,,,,,133,0,0,,,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_field_no_numeric_metrics,HISTORICAL_DEFAULT_ONLY_NO_SCORE,,no
BREAKOUT_PATH_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,31,4,0.0,877.15,133,133,133,-1.0,4253.2544,UNCONNECTED,False,False,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
BREAKOUT_RETEST_ARMED_HTF_STACK_MIN,CRYPTO_1YR,,,,,,133,133,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,,,false,historical_metric_values,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,,yes
