switch,value,mean_delta_vs_bh,n_keys_positive,verdict,best_value_for_switch,best_value_mean_delta,BNBUSDC_LONG,BNBUSDC_SHORT,BTCDOMUSDT_LONG,BTCDOMUSDT_SHORT,BTCUSDC_LONG,BTCUSDC_SHORT,DOGEUSDC_LONG,DOGEUSDC_SHORT,ETHUSDC_LONG,ETHUSDC_SHORT,HYPEUSDT_LONG,HYPEUSDT_SHORT,SOLUSDC_LONG,SOLUSDC_SHORT,WLDUSDC_LONG,WLDUSDC_SHORT,XRPUSDC_LONG,XRPUSDC_SHORT,ZECUSDC_LONG,ZECUSDC_SHORT
WT_LEVEL_MIN_15m,60,0.4327,10,POSITIVE,40,0.4411,-23.756,22.324,-1.096,0.843,-31.451,27.021,11.83,-13.723,189.278,-179.858,-7.68,6.446,185.904,-175.297,-16.762,16.78,-36.222,34.519,-3.245,2.799
STOCH_MAX_4h,5,0.4315,10,POSITIVE,35,1.3046,-27.896,25.618,-1.758,1.217,-36.628,30.966,14.13,-15.092,220.699,-204.166,-8.373,7.237,213.173,-205.437,-20.971,19.419,-42.667,39.751,-3.739,3.147
DCPOS_MAX_D,0.05,0.4257,10,POSITIVE,0.35,2.0518,-28.582,26.719,-1.807,1.077,-37.333,31.397,14.405,-15.136,223.764,-208.442,-8.806,7.65,215.978,-207.194,-21.215,19.132,-43.732,41.234,-3.883,3.287
EMA_DIST_4h,-0.03,0.4204,10,POSITIVE,-0.07,0.6692,-8.929,7.738,-0.35,0.395,-16.469,10.828,7.278,-7.213,92.406,-79.955,-2.189,1.511,82.441,-76.696,-6.08,5.319,-15.151,13.697,-1.395,1.221
WT_LEVEL_MIN_15m,0,0.4204,10,POSITIVE,40,0.4411,-15.326,14.863,-0.678,0.544,-22.407,17.402,7.882,-8.36,127.689,-117.387,-4.539,3.884,117.564,-109.934,-11.197,10.184,-23.535,21.995,-1.98,1.745
WT_LEVEL_MAX_D,-40,0.4121,10,POSITIVE,-20,0.4408,-21.409,19.875,-1.385,0.879,-22.487,20.215,5.738,-5.924,135.968,-125.929,-8.703,7.69,144.71,-138.228,-18.995,17.885,-30.233,28.954,-3.144,2.765
MFI_MAX_4h,80,0.4009,10,POSITIVE,50,2.3764,-2.093,1.059,-0.563,0.21,-3.066,0.918,0.763,-0.386,14.579,-6.208,-0.903,0.513,13.406,-7.429,-0.785,0.626,-5.114,2.659,-0.37,0.202
SMA200_DIST_1h,-0.2,0.3973,8,POSITIVE,-0.12,0.6541,-0.331,0.282,0.0,0.0,-6.245,0.016,0.634,-0.273,14.712,-1.758,0.0,0.0,4.06,-1.909,-0.242,0.037,-1.276,0.452,-0.411,0.199
EMA_DIST_D,-0.12,0.3969,9,POSITIVE,-0.2,0.662,-3.339,2.824,-0.108,0.097,-10.107,5.839,8.206,-7.83,71.194,-63.172,0.0,0.0,55.071,-48.143,-0.886,0.504,-7.854,5.842,-0.993,0.793
SMA200_DIST_D,-0.2,0.3893,8,POSITIVE,-0.2,0.3893,-2.331,2.089,-0.007,0.001,-10.982,6.684,10.923,-10.571,74.607,-64.415,0.0,0.0,53.844,-51.684,0.0,0.0,-6.605,6.499,-0.73,0.465
STOCH_MIN_15m,90,0.3889,10,POSITIVE,65,0.4369,-26.709,25.147,-1.664,1.203,-35.463,30.176,13.491,-14.656,211.762,-197.409,-8.38,7.203,204.091,-196.29,-20.176,19.099,-41.586,38.516,-3.736,3.158
EMA_DIST_1h,-0.03,0.3881,10,POSITIVE,-0.07,0.6992,-5.41,4.287,-0.138,0.141,-11.27,6.264,3.614,-3.526,55.039,-41.751,-1.672,1.549,48.968,-45.348,-5.171,4.645,-9.947,7.716,-1.216,0.987
WT_LEVEL_MAX_4h,60,0.3841,10,POSITIVE,0,1.2369,-7.962,5.995,-1.063,0.611,-8.135,5.524,1.937,-1.788,50.011,-40.649,-2.391,1.458,50.83,-41.638,-8.815,6.769,-11.991,9.26,-1.242,0.961
STOCH_MIN_15m,20,0.3724,10,POSITIVE,65,0.4369,-5.591,4.804,-0.377,0.284,-9.102,5.282,2.542,-2.713,48.682,-43.334,-1.924,1.023,45.425,-34.612,-4.631,4.08,-9.313,7.194,-0.838,0.567
SMA200_DIST_D,0.12,0.3713,10,POSITIVE,-0.2,0.3893,-14.773,13.967,-0.766,0.442,-25.901,21.504,14.614,-15.901,168.223,-157.064,-2.457,2.063,146.681,-140.573,-7.434,6.342,-23.696,22.443,-1.573,1.284
WT_LEVEL_MAX_D,-60,0.3671,10,POSITIVE,-20,0.4408,-23.111,21.913,-1.448,0.947,-25.475,23.017,8.639,-9.563,158.672,-147.269,-8.761,7.727,166.862,-160.867,-20.546,19.075,-36.448,34.464,-3.629,3.143
WT_LEVEL_MAX_D,0,0.3654,10,POSITIVE,-20,0.4408,-17.243,15.82,-1.201,0.809,-16.132,13.894,3.976,-4.211,93.761,-84.216,-8.293,7.318,98.372,-91.726,-14.347,13.058,-21.731,19.799,-2.502,2.102
SMA200_DIST_D,-0.07,0.3637,9,POSITIVE,-0.2,0.3893,-4.919,4.738,-0.311,0.211,-15.142,11.701,13.715,-14.694,113.384,-103.31,0.0,0.0,81.577,-78.727,-0.264,0.126,-12.465,11.854,-0.891,0.692
EMA_DIST_15m,0.0,0.3631,10,POSITIVE,-0.07,0.4801,-15.774,15.352,-0.527,0.624,-22.086,19.412,8.342,-8.824,127.828,-119.735,-4.389,3.606,118.297,-111.77,-10.822,9.661,-23.942,22.221,-1.937,1.724
EMA_DIST_15m,-0.12,0.3604,8,POSITIVE,-0.07,0.4801,-0.186,0.0,0.0,0.0,-5.939,1.945,0.159,0.016,10.777,-0.043,0.0,0.0,1.141,0.044,-0.275,0.027,-0.272,-0.02,-0.27,0.104
WT_LEVEL_MAX_4h,40,0.3596,10,POSITIVE,0,1.2369,-9.968,7.768,-1.21,0.729,-10.991,7.981,3.032,-2.898,67.458,-57.285,-3.274,2.289,67.423,-57.792,-10.05,7.708,-15.313,11.923,-1.599,1.261
RSI_MAX_1h,20,0.3582,10,POSITIVE,50,3.215,-28.315,26.317,-1.803,1.278,-37.22,31.966,14.209,-15.214,223.907,-207.429,-8.76,7.767,216.723,-211.865,-21.859,20.346,-43.302,40.965,-3.914,3.367
EMA_DIST_15m,-0.03,0.3496,10,POSITIVE,-0.07,0.4801,-2.508,1.269,-0.036,0.023,-7.591,2.937,1.332,-1.428,26.159,-14.69,-0.578,0.341,20.077,-14.057,-3.643,2.005,-5.329,2.986,-0.829,0.553
WT_LEVEL_MIN_15m,20,0.347,10,POSITIVE,40,0.4411,-18.176,17.357,-0.824,0.627,-25.391,20.092,9.279,-10.248,147.816,-137.092,-5.385,4.594,139.742,-132.687,-13.095,12.594,-27.843,25.93,-2.46,2.111
EMA_DIST_1h,-0.2,0.3377,7,POSITIVE,-0.07,0.6992,0.0,0.0,0.0,0.0,-5.939,0.97,0.214,0.016,11.078,0.038,0.0,0.0,0.905,0.0,0.0,0.0,-0.342,-0.017,-0.234,0.065
EMA_DIST_4h,-0.2,0.3343,8,POSITIVE,-0.07,0.6692,-0.293,0.12,0.0,0.0,-6.142,0.975,0.482,-0.052,12.682,-1.434,0.0,0.0,2.562,-1.44,-0.102,0.012,-0.952,0.382,-0.344,0.23
RSI_MIN_15m,20,0.3329,10,POSITIVE,50,2.81,-0.449,0.168,-0.017,0.038,-6.524,0.129,0.284,-0.074,14.331,-1.969,-0.023,0.026,2.698,-0.602,-0.194,0.007,-1.076,0.124,-0.247,0.029
SMA200_DIST_15m,-0.2,0.328,8,POSITIVE,-0.07,0.6984,-0.186,0.0,0.0,0.0,-5.939,0.97,0.246,0.016,11.335,-0.062,0.0,0.0,1.036,0.044,-0.213,0.0,-0.52,0.032,-0.278,0.078
SMA200_DIST_D,0.03,0.3224,10,POSITIVE,-0.2,0.3893,-10.9,10.199,-0.655,0.546,-20.738,17.331,14.202,-15.496,141.674,-132.566,-1.539,1.154,115.199,-110.206,-3.87,3.255,-17.774,16.932,-1.304,1.004
XCONF_STOCH_15m,on,0.3138,10,POSITIVE,on,0.3138,-14.367,16.287,-0.7,0.904,-15.251,19.348,8.424,-8.292,122.577,-120.714,-4.284,4.932,114.791,-120.784,-9.544,11.162,-22.696,24.272,-1.966,2.178
XCONF_STOCH_1h,on,0.312,10,POSITIVE,on,0.312,-11.573,12.769,-0.372,0.554,-15.723,14.348,7.029,-6.129,103.716,-98.086,-3.561,3.825,99.469,-102.257,-9.046,10.077,-20.179,21.184,-1.572,1.767
ADX_MIN_4h,30,0.3085,10,POSITIVE,20,0.4677,-14.261,14.058,-0.56,0.175,-18.844,16.681,7.334,-7.836,122.212,-114.164,-4.788,3.651,126.436,-122.65,-11.385,10.266,-23.028,23.169,-2.207,1.912
WT_LEVEL_MAX_D,40,0.3078,10,POSITIVE,-20,0.4408,-12.274,10.916,-1.012,0.692,-11.027,9.372,2.517,-2.403,63.78,-54.083,-5.911,5.237,68.523,-64.704,-13.242,11.958,-15.108,13.33,-2.181,1.776
STOCH_MAX_4h,95,0.3061,10,POSITIVE,35,1.3046,-1.481,1.006,-0.26,0.037,-2.316,0.774,1.442,-0.627,12.041,-6.062,-0.923,0.745,11.262,-7.595,-0.712,0.614,-3.056,1.404,-0.351,0.181
SMA200_DIST_4h,-0.07,0.3033,10,POSITIVE,-0.12,0.5968,-6.109,5.941,-0.35,0.364,-13.706,9.994,9.433,-9.555,95.75,-88.273,-0.188,0.193,81.918,-77.69,-4.141,4.249,-13.383,11.707,-1.323,1.234
ADX_MAX_D,50,0.3024,8,POSITIVE,50,0.3024,-2.38,2.063,-0.332,0.308,-5.983,4.205,2.078,-2.157,26.649,-18.359,0.0,0.0,8.209,-7.111,0.0,0.0,-5.495,4.516,-1.137,0.974
LRB_MAX_D,0.95,0.299,6,POSITIVE,0.2,1.2077,-2.833,1.928,-0.622,0.34,-2.281,1.615,,,13.115,-8.262,,,6.037,-3.512,,,-8.641,6.704,,
SMA200_DIST_D,0.07,0.2963,10,POSITIVE,-0.2,0.3893,-12.527,11.986,-0.705,0.518,-23.13,19.158,14.511,-15.718,152.853,-144.178,-2.228,1.677,128.27,-122.725,-5.05,4.314,-20.11,19.289,-1.421,1.142
WT_LEVEL_MAX_1h,60,0.2911,10,POSITIVE,-20,1.0959,-6.615,4.736,-0.928,0.531,-7.624,5.47,2.6,-2.139,45.625,-35.984,-2.406,1.5,46.081,-40.758,-5.031,3.927,-10.882,8.061,-1.05,0.709
WT_LEVEL_MIN_15m,-40,0.2903,10,POSITIVE,40,0.4411,-9.852,8.605,-0.491,0.339,-13.846,10.413,4.896,-5.371,78.502,-69.334,-2.352,1.962,70.135,-64.073,-6.902,4.823,-14.798,13.49,-1.309,0.969
ADX_MIN_15m,40,0.2896,10,POSITIVE,40,0.2896,-23.475,22.635,-1.279,0.889,-31.135,26.923,11.672,-13.069,186.751,-174.718,-7.822,7.0,189.218,-185.455,-18.826,17.55,-35.657,34.893,-3.246,2.944
STOCH_MAX_D,90,0.2874,10,POSITIVE,35,0.8344,-3.321,2.609,-0.222,0.113,-3.836,2.68,3.021,-2.883,23.536,-18.536,-2.411,2.094,30.987,-26.269,-3.735,3.558,-5.631,4.309,-1.249,0.934
EMA_DIST_D,-0.07,0.2804,9,POSITIVE,-0.2,0.662,-6.433,5.779,-0.333,0.343,-14.326,10.343,10.734,-11.292,94.154,-88.169,0.0,0.0,85.494,-78.376,-2.753,2.146,-13.285,11.704,-1.183,1.061
STOCH_MIN_15m,35,0.2786,10,POSITIVE,65,0.4369,-10.197,8.564,-0.687,0.46,-13.201,11.975,4.706,-5.406,81.395,-75.424,-3.357,2.349,78.865,-70.822,-8.276,7.276,-15.927,13.65,-1.431,1.06
STOCH_MAX_1h,95,0.2755,9,POSITIVE,20,1.1376,-1.593,0.718,-0.118,-0.009,-1.563,0.601,1.158,-0.58,11.557,-6.806,-0.405,0.263,9.641,-5.869,-1.472,0.672,-1.717,1.17,-0.213,0.076
WT_LEVEL_MAX_D,60,0.2725,10,POSITIVE,-20,0.4408,-9.988,8.596,-0.929,0.648,-8.006,6.346,1.935,-2.111,52.689,-43.628,-3.888,3.229,50.884,-46.59,-10.858,9.843,-12.461,10.157,-2.057,1.64
STOCH_MAX_1h,90,0.2716,10,POSITIVE,20,1.1376,-3.544,1.869,-0.235,0.006,-3.799,2.103,2.119,-0.946,25.93,-20.97,-0.939,0.619,21.942,-15.854,-2.759,1.393,-4.471,3.173,-0.416,0.21
EMA_DIST_15m,-0.2,0.2683,5,POSITIVE,-0.07,0.4801,0.0,0.0,0.0,0.0,-5.939,0.975,0.06,0.003,10.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.154,0.0,-0.19,0.019
SMA200_DIST_D,-0.03,0.2659,10,POSITIVE,-0.2,0.3893,-7.336,6.361,-0.448,0.333,-17.668,13.974,13.747,-15.112,125.932,-117.297,-0.307,0.064,94.349,-90.308,-1.294,1.01,-14.668,14.187,-1.016,0.815
SMA200_DIST_D,-0.12,0.2644,8,POSITIVE,-0.2,0.3893,-3.664,3.72,-0.118,0.077,-12.995,9.672,13.386,-13.756,98.586,-90.346,0.0,0.0,69.915,-68.802,0.0,0.0,-9.789,9.56,-0.787,0.629
EMA_DIST_1h,0.0,0.2544,10,POSITIVE,-0.07,0.6992,-15.866,15.039,-0.49,0.47,-23.072,19.141,9.06,-9.41,131.109,-121.318,-4.296,3.805,117.236,-114.508,-9.352,8.901,-23.546,22.373,-1.835,1.646
EMA_DIST_1h,0.03,0.2356,10,POSITIVE,-0.07,0.6992,-26.021,24.675,-1.453,0.907,-35.176,30.377,13.032,-14.476,202.148,-195.808,-6.69,6.18,188.728,-178.956,-14.483,13.182,-35.801,34.612,-2.465,2.199
EMA_DIST_4h,0.12,0.2318,10,POSITIVE,-0.07,0.6692,-28.102,26.545,-1.769,1.258,-37.054,32.426,14.427,-15.675,219.67,-209.944,-7.686,6.839,212.059,-205.685,-15.568,14.372,-38.593,37.465,-2.784,2.436
RSI_MIN_15m,5,0.2294,7,POSITIVE,50,2.81,-0.012,0.003,-0.001,0.0,-5.962,-0.007,0.026,-0.027,10.666,0.061,-0.023,0.026,0.151,-0.022,-0.02,-0.01,-0.087,-0.003,-0.174,0.002
EMA_DIST_4h,0.07,0.2278,10,POSITIVE,-0.07,0.6692,-26.147,25.043,-1.614,1.048,-35.786,31.104,13.891,-14.916,205.471,-197.144,-6.75,6.362,192.246,-186.296,-13.034,11.991,-34.924,34.346,-2.407,2.073
ADX_MIN_D,30,0.2276,10,POSITIVE,20,0.4329,-15.319,15.347,-0.64,0.407,-16.961,15.959,3.523,-3.706,99.133,-97.328,-2.881,1.932,155.356,-149.671,-6.335,6.036,-25.565,25.312,-1.494,1.448
WT_LEVEL_MAX_D,20,0.2268,10,POSITIVE,-20,0.4408,-14.679,13.337,-1.132,0.74,-13.435,11.485,2.982,-3.165,77.48,-69.077,-7.76,6.846,84.954,-80.274,-13.826,12.34,-18.827,16.988,-2.33,1.89
SMA200_DIST_1h,0.0,0.2113,10,POSITIVE,-0.12,0.6541,-14.805,14.268,-0.52,0.452,-23.802,19.705,9.873,-10.832,133.823,-124.201,-4.196,3.778,119.642,-117.219,-7.95,7.168,-22.719,21.894,-1.708,1.574
RSI_MAX_D,80,0.2074,10,POSITIVE,50,1.6989,-1.491,1.003,-0.069,0.007,-2.376,1.53,0.811,-0.618,14.426,-7.874,-2.848,1.998,10.791,-9.051,-0.846,1.049,-5.938,3.94,-0.77,0.473
STOCH_MAX_D,95,0.2039,10,POSITIVE,35,0.8344,-1.849,1.392,-0.123,0.023,-2.348,1.786,2.673,-2.678,13.476,-9.949,-2.192,1.972,20.858,-17.327,-3.735,3.558,-3.939,2.762,-1.026,0.743
STOCH_MAX_1h,5,0.2028,10,POSITIVE,20,1.1376,-28.085,26.372,-1.751,1.239,-36.56,31.438,14.098,-14.818,220.469,-207.36,-8.634,7.57,213.084,-207.997,-21.202,19.274,-43.08,40.528,-3.825,3.296
SMA200_DIST_D,0.0,0.1988,10,POSITIVE,-0.2,0.3893,-9.274,8.444,-0.583,0.465,-19.511,15.93,14.02,-15.208,134.056,-127.07,-1.098,0.616,104.059,-99.428,-2.579,1.734,-15.996,15.627,-1.126,0.897
MFI_MIN_15m,20,0.1951,10,POSITIVE,50,1.0069,-2.671,1.471,-0.143,0.074,-2.646,1.636,0.953,-0.752,14.803,-10.093,-0.529,0.148,14.575,-8.944,-3.241,0.926,-3.379,1.807,-0.246,0.152
RSI_MAX_D,20,0.1863,10,POSITIVE,50,1.6989,-28.626,27.098,-1.758,1.279,-37.153,32.006,14.484,-15.672,224.743,-212.694,-8.817,7.8,217.915,-212.726,-21.743,20.243,-43.831,41.674,-3.936,3.44
RSI_MAX_4h,80,0.184,10,POSITIVE,50,3.8215,-0.974,0.122,-0.297,0.083,-1.502,0.359,0.464,-0.193,8.161,-1.092,-1.3,0.353,3.625,-2.296,-0.678,0.19,-1.931,0.759,-0.237,0.065
STOCH_MIN_15m,80,0.1838,10,POSITIVE,65,0.4369,-23.787,22.153,-1.471,1.075,-32.633,25.659,11.877,-13.104,188.298,-177.71,-7.783,6.176,182.524,-172.725,-18.019,16.675,-36.795,33.824,-3.354,2.795
STOCH_MIN_15m,5,0.1826,10,POSITIVE,65,0.4369,-1.113,0.864,-0.042,0.091,-1.329,0.728,0.464,-0.476,7.348,-4.489,-0.458,0.184,8.548,-5.162,-0.751,0.333,-1.915,0.938,-0.183,0.072
ADX_MIN_15m,30,0.1679,10,POSITIVE,40,0.2896,-17.587,16.76,-0.799,0.541,-18.883,18.664,8.528,-9.895,131.594,-127.348,-6.343,5.878,144.688,-142.107,-14.362,14.504,-26.996,26.779,-2.492,2.234
STOCH_MIN_15m,95,0.1666,10,POSITIVE,65,0.4369,-27.752,26.492,-1.717,1.299,-36.961,31.592,14.143,-15.561,220.098,-210.1,-8.664,7.582,214.225,-207.028,-21.04,19.888,-43.185,40.564,-3.874,3.33
STOCH_MAX_D,5,0.1619,10,POSITIVE,35,0.8344,-28.17,26.504,-1.71,1.114,-36.535,31.262,14.163,-15.364,222.343,-209.65,-8.817,7.8,214.192,-209.517,-20.803,19.247,-43.167,40.893,-3.835,3.288
SMA200_DIST_15m,0.07,0.1599,10,POSITIVE,-0.07,0.6984,-27.95,26.683,-1.714,1.202,-37.169,32.454,14.072,-15.471,219.758,-211.632,-7.728,7.328,211.604,-205.969,-16.76,15.806,-39.703,38.744,-2.972,2.614
SMA200_DIST_1h,-0.03,0.1578,10,POSITIVE,-0.12,0.6541,-9.908,8.992,-0.406,0.466,-17.315,12.511,7.352,-7.683,94.883,-85.412,-2.74,2.301,85.415,-83.771,-5.843,5.352,-16.111,15.179,-1.447,1.341
SMA200_DIST_15m,0.0,0.1559,10,POSITIVE,-0.07,0.6984,-15.777,15.244,-0.484,0.507,-22.726,19.097,8.796,-9.517,128.85,-121.049,-4.097,4.025,115.881,-114.331,-9.686,9.152,-23.127,22.558,-1.874,1.677
MFI_MAX_4h,5,0.1553,10,POSITIVE,50,2.3764,-28.634,27.199,-1.795,1.334,-37.43,32.612,14.576,-15.859,225.955,-214.96,-8.805,7.79,217.609,-212.638,-21.843,20.353,-43.908,42.047,-3.933,3.435
SMA200_DIST_1h,0.12,0.1504,10,POSITIVE,-0.12,0.6541,-27.435,26.166,-1.749,1.238,-36.615,32.054,14.218,-15.455,214.374,-207.228,-7.45,6.629,205.245,-198.87,-15.049,14.045,-37.544,36.769,-2.631,2.296
SMA200_DIST_15m,-0.03,0.147,10,POSITIVE,-0.07,0.6984,-6.288,5.306,-0.176,0.207,-12.262,7.452,4.045,-4.247,60.063,-50.86,-1.917,2.043,56.57,-54.497,-6.077,5.725,-11.505,9.5,-1.266,1.124
SMA200_DIST_15m,0.03,0.1454,10,POSITIVE,-0.07,0.6984,-25.197,23.704,-1.379,0.8,-34.336,29.393,12.463,-13.749,195.748,-189.091,-6.459,5.888,178.401,-171.114,-13.705,12.919,-34.26,33.038,-2.312,2.156
ADX_MAX_1h,50,0.1439,10,POSITIVE,50,0.1439,-26.943,25.743,-1.727,1.328,-35.577,31.435,13.724,-14.881,213.822,-201.983,-8.416,7.19,206.252,-203.088,-20.475,18.957,-41.605,39.608,-3.732,3.246
EMA_DIST_D,-0.03,0.1431,10,POSITIVE,-0.2,0.662,-9.71,9.388,-0.513,0.518,-19.611,15.483,11.662,-12.295,121.867,-116.138,-0.182,0.052,109.941,-105.57,-4.474,4.102,-18.56,17.068,-1.351,1.184
RSI_MAX_1h,80,0.1413,9,POSITIVE,50,3.215,-0.802,0.209,-0.153,0.09,-0.943,0.125,0.637,-0.175,5.21,-0.78,-0.746,0.107,2.172,-0.449,-0.377,-0.049,-1.665,0.55,-0.175,0.041
MFI_MIN_15m,80,0.1382,10,POSITIVE,50,1.0069,-27.393,25.529,-1.637,1.094,-36.22,30.591,13.953,-15.231,217.509,-206.376,-8.653,7.371,212.003,-205.112,-20.499,18.92,-42.46,39.94,-3.76,3.195
LRB_MIN_D,0.95,0.1358,6,POSITIVE,1.1,0.4349,-25.849,25.434,-1.169,0.997,-35.209,31.248,,,213.048,-208.107,,,212.902,-211.789,,,-35.46,35.584,,
SMA200_DIST_1h,0.07,0.1266,10,POSITIVE,-0.12,0.6541,-25.468,24.187,-1.518,0.947,-35.247,30.315,13.624,-14.763,199.512,-192.069,-6.585,6.085,182.479,-176.803,-12.736,11.625,-33.741,32.988,-2.282,1.981
ADX_MIN_15m,50,0.126,10,POSITIVE,40,0.2896,-26.479,25.727,-1.555,1.13,-35.057,30.831,13.507,-14.622,208.798,-199.248,-8.393,7.627,208.886,-205.592,-20.83,19.506,-40.827,39.488,-3.624,3.246
EMA_DIST_15m,0.03,0.1228,10,POSITIVE,-0.07,0.4801,-27.862,26.586,-1.712,1.204,-36.993,32.232,13.908,-15.604,220.694,-212.406,-7.924,7.402,210.702,-204.706,-17.647,16.347,-40.554,39.13,-3.122,2.782
WT_LEVEL_MAX_15m,-60,0.1203,10,POSITIVE,-60,0.1203,-21.401,21.329,-1.464,1.047,-26.854,26.039,10.94,-12.597,177.801,-167.332,-7.117,6.591,171.048,-175.259,-17.282,17.503,-33.528,33.263,-3.178,2.858
WT_LEVEL_MIN_15m,-20,0.1199,10,POSITIVE,40,0.4411,-12.391,11.976,-0.578,0.418,-19.565,14.611,6.584,-7.272,102.165,-95.134,-3.51,2.979,93.926,-87.532,-9.116,7.06,-19.585,17.664,-1.628,1.326
ADX_MIN_D,15,0.1125,9,POSITIVE,20,0.4329,-2.057,1.909,-0.049,-0.005,-1.916,1.028,0.144,-0.107,3.868,-2.536,-0.313,0.161,13.559,-11.483,-0.503,0.541,-4.488,4.553,-0.12,0.064
RSI_MAX_15m,80,0.1084,10,POSITIVE,80,0.1084,-0.183,0.312,-0.016,0.096,-0.18,0.721,0.252,-0.026,1.482,-0.584,-0.068,0.115,0.668,-1.349,-0.109,0.759,-0.381,0.651,-0.029,0.036
WT_LEVEL_MAX_15m,-80,0.0978,10,POSITIVE,-60,0.1203,-24.043,24.117,-1.596,1.162,-29.696,28.734,12.852,-14.277,199.304,-189.879,-7.748,7.278,191.754,-194.785,-20.03,19.215,-37.341,37.307,-3.527,3.155
RSI_MIN_D,90,0.0933,10,POSITIVE,90,0.0933,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-42.637,41.784,-3.936,3.44
XCONF_WT_1h,on,0.0905,10,POSITIVE,on,0.0905,-9.461,11.662,-0.075,0.151,-10.176,13.924,6.322,-5.882,86.747,-90.603,-3.489,3.696,89.265,-93.956,-8.89,9.704,-17.051,19.631,-1.394,1.684
MFI_MAX_4h,90,0.09,10,POSITIVE,50,2.3764,-0.308,0.156,-0.194,0.073,-0.835,0.324,0.159,-0.137,3.83,-1.435,-0.078,0.118,2.414,-1.23,-0.388,0.169,-1.018,0.244,-0.124,0.059
EMA_DIST_1h,0.07,0.088,10,POSITIVE,-0.07,0.6992,-28.165,26.857,-1.739,1.235,-37.284,32.542,14.21,-15.681,222.343,-214.299,-7.818,7.433,214.606,-209.745,-17.779,16.422,-40.485,39.484,-3.129,2.752
WT_LEVEL_MIN_D,-80,0.0837,9,POSITIVE,-80,0.0837,-2.719,2.76,-0.147,0.169,-9.696,7.035,3.402,-3.44,54.663,-49.431,0.0,0.0,29.02,-29.734,-1.194,1.053,-3.946,3.876,-0.143,0.146
ADX_MIN_1h,40,0.0826,10,POSITIVE,40,0.0826,-0.896,0.971,-0.04,0.003,-0.908,0.935,0.641,-0.529,6.138,-5.089,-0.216,0.288,5.993,-6.09,-0.407,0.705,-1.146,1.28,-0.096,0.116
ADX_MIN_15m,20,0.079,9,POSITIVE,40,0.2896,-7.768,7.719,-0.303,-0.005,-7.092,7.197,3.662,-4.697,54.812,-53.053,-3.458,2.82,65.05,-64.281,-7.733,8.61,-12.294,12.518,-1.177,1.053
ADX_MIN_4h,15,0.0742,10,POSITIVE,20,0.4677,-2.033,1.645,0.035,-0.095,-1.925,1.205,1.098,-1.043,20.387,-19.517,-0.382,0.491,16.509,-14.902,-0.073,0.077,-2.364,2.389,-0.231,0.213
MFI_MAX_D,5,0.0729,10,POSITIVE,50,0.735,-28.568,27.2,-1.783,1.313,-37.406,32.814,14.576,-15.859,226.046,-216.153,-8.726,7.685,217.886,-213.753,-21.735,20.231,-44.007,42.194,-3.934,3.436
ADX_MAX_D,40,0.0726,10,POSITIVE,50,0.3024,-5.735,5.151,-0.669,0.587,-13.886,9.422,6.974,-8.02,69.209,-60.48,-2.488,2.626,20.911,-19.951,-10.155,9.455,-9.33,8.065,-1.773,1.539
RSI_MAX_D,95,0.0721,9,POSITIVE,50,1.6989,-0.486,0.508,0.0,0.0,-0.694,0.71,0.811,-0.618,3.448,-2.514,-1.351,1.318,5.606,-5.365,-0.846,1.049,-0.455,0.467,-0.376,0.229
RSI_MIN_D,5,0.0721,9,POSITIVE,90,0.0933,-0.486,0.508,0.0,0.0,-0.694,0.71,0.811,-0.618,3.448,-2.514,-1.351,1.318,5.606,-5.365,-0.846,1.049,-0.455,0.467,-0.376,0.229
EMA_DIST_15m,0.07,0.0711,10,POSITIVE,-0.07,0.4801,-28.649,27.338,-1.792,1.301,-37.49,32.831,14.59,-15.925,225.513,-216.438,-8.175,7.755,218.295,-214.667,-20.111,19.146,-43.11,41.49,-3.703,3.223
RSI_MIN_1h,95,0.0707,10,POSITIVE,95,0.0707,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.296,7.777,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.45
MFI_MIN_D,95,0.0704,10,POSITIVE,95,0.0704,-28.682,27.362,-1.793,1.337,-37.436,32.803,14.428,-15.783,225.514,-215.896,-8.817,7.8,218.939,-215.3,-21.859,20.346,-43.194,41.942,-3.403,3.101
SMA200_DIST_15m,0.12,0.0655,10,POSITIVE,-0.07,0.6984,-28.583,27.315,-1.777,1.292,-37.49,32.863,14.462,-15.768,224.576,-215.641,-8.473,7.616,217.555,-213.289,-19.224,17.701,-41.953,40.558,-3.408,2.978
MFI_MAX_15m,5,0.0626,10,POSITIVE,5,0.0626,-28.508,27.314,-1.784,1.331,-37.355,32.793,14.595,-15.842,225.679,-215.862,-8.826,7.795,218.335,-214.773,-21.72,20.297,-43.879,42.152,-3.904,3.414
XCONF_WT_15m,on,0.0615,10,POSITIVE,on,0.0615,-15.864,18.476,-0.757,0.96,-20.052,22.096,9.704,-9.434,136.712,-139.359,-5.051,5.637,135.32,-141.368,-12.785,14.135,-25.656,28.15,-2.253,2.62
