field,historical_venues,stocks_1yr_metric_count,crypto_1yr_metric_count,historical_delta_min,historical_delta_max,current_classification,current_connection_sites,reuse_decision,engine_replay_required,inventory_engine_sha256
TRC_ROTATION_POSITION_SIZE,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TRC_SMFI_POSITION_SIZE,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TR_ADX4H_MAX,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TR_DCWIDTH4H_SHORT_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TR_MFI4H_LONG_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TR_TREND_V1_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TSMOM_MIN_AGREEMENT,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
TSMOM_MIN_AGREEMENT_DEFAULT,CRYPTO_1YR,,1,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
USE_BB_FILTER,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_DC_BREAK,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_PRICE_ACTION_ENTRY,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_RZ_CASCADE,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_V8_AGGREGATORS,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_WT_CROSS,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_WT_DC_HIERARCHY,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
VOLUME_CONFIRMATION_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
VOLUME_CONFIRMATION_ENABLED_DEFAULT,CRYPTO_1YR,,2,1.0,1.0,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
VWAP_BOUNCE_ENTRY_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WRONG_SIDE_K_TFS_REQUIRED,CRYPTO_1YR,,133,-1.0,4253.2544,CONNECTED_CRYPTO,"[""v12_exit_reduce_gap_batch3:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH3_CONTRACT.csv""]",CURRENTLY_CONNECTED_NO_REIMPLEMENT,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_3M_FORCE_OPEN_SIZE_USD,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_3M_FORCE_OPEN_USE_SMA200,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_ACCEL_GATE_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_ACCEL_GATE_TF,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_AVG_15m,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_AVG_1h,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_AVG_4h,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_AVG_D,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_CHAN_15m,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_CHAN_1h,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_CHAN_4h,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_CHAN_D,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_COMPOSITE_SCORING_ENABLED_TRADIER,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_COMPOSITE_SCORING_ENABLED_TRADIER_DEFAULT,CRYPTO_1YR,,7,100.0,100.0,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_DC_ENTRY_K5M_MAX_LONG,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_DC_ENTRY_K5M_MAX_LONG_DEFAULT,CRYPTO_1YR,,7,0.0,0.0,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_DC_ENTRY_K5M_MIN_SHORT,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_DC_EXIT_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_DC_EXIT_ENABLED_DEFAULT,CRYPTO_1YR,,7,2.0,6.0,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_EXIT_MIN_TFS,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_PERCENTILE_EXIT_OB_4H,CRYPTO_1YR,,133,-1.0,4253.2544,CONNECTED_BOTH,"[""v12_exit_reduce_gap_batch:data/reports/V12_EXIT_REDUCE_GAP_BATCH_CONTRACT.csv""]",CURRENTLY_CONNECTED_NO_REIMPLEMENT,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
WT_VEL_DECAY_EXIT_ENABLED,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_VEL_DECAY_THRESHOLD,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
WT_VEL_DECEL_RATIO,CRYPTO_1YR,,133,-1.0,4253.2544,ABSENT_FROM_CURRENT_INVENTORY,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,
X7_ABS_FLOOR_PCT,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
X7_FREEZE_BB_TF,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
X7_FREEZE_DC_TF,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
X7_FROZEN_DC_STOP_ENABLED,"CRYPTO_1YR,STOCKS_1YR",31,133,-1.0,4253.2544,UNCONNECTED,,HISTORICAL_RESULT_CURRENT_REPLAY_REQUIRED,yes,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
